id	level	name	desc	kind	iconFrom
9554	5	Leather Suit of Concentration Set	Max CP +195, CP regeneration +40%.	set	406
9554	6	Leather Suit of Concentration Set	Max CP +230, CP regeneration +47.2%.	set	406
9555	1	Ace's Leather Set	M. Def. +1.4%, HP drain +1, DEX +1, CON -1.	set	407
9555	2	Ace's Leather Set	M. Def. +2%, HP drain +2, DEX +1, CON -1.	set	407
9555	3	Ace's Leather Set	M. Def. +2.7%, HP drain +2, DEX +1, CON -1.	set	407
9555	4	Ace's Leather Set	M. Def. +3.4%, HP drain +3, DEX +1, CON -1.	set	407
9555	5	Ace's Leather Set	M. Def. +4%, HP drain +3, DEX +1, CON -1.	set	407
9555	6	Ace's Leather Set	M. Def. +4.7%, HP drain +4, DEX +1, CON -1.	set	407
9556	1	Guardian's Leather Set	Evasion +1.	set	408
9556	2	Guardian's Leather Set	Evasion +2.	set	408
9556	3	Guardian's Leather Set	Evasion +3.	set	408
9556	4	Guardian's Leather Set	Evasion +3.	set	408
9556	5	Guardian's Leather Set	Evasion +4.	set	408
9556	6	Guardian's Leather Set	Evasion +5.	set	408
9557	1	Marksman's Leather Set	P. Def. +1.8%, Casting Spd. +5.2%.	set	409
9557	2	Marksman's Leather Set	P. Def. +2.6%, Casting Spd. +7.5%.	set	409
9557	3	Marksman's Leather Set	P. Def. +3.6%, Casting Spd. +10.2%.	set	409
9557	4	Marksman's Leather Set	P. Def. +4.4%, Casting Spd. +12.7%.	set	409
9557	5	Marksman's Leather Set	P. Def. +5.2%, Casting Spd. +15%.	set	409
9557	6	Marksman's Leather Set	P. Def. +6.2%, Casting Spd. +17.7%.	set	409
9558	1	Unicorn Leather Set	Atk. Spd. +1.4%, P. Atk. +1.4%, STR +1, CON -1.	set	410
9558	2	Unicorn Leather Set	Atk. Spd. +2%, P. Atk. +2%, STR +1, CON -1.	set	410
9558	3	Unicorn Leather Set	Atk. Spd. +2.7%, P. Atk. +2.7%, STR +1, CON -1.	set	410
9558	4	Unicorn Leather Set	Atk. Spd. +3.4%, P. Atk. +3.4%, STR +1, CON -1.	set	410
9558	5	Unicorn Leather Set	Atk. Spd. +4%, P. Atk. +4%, STR +1, CON -1.	set	410
9558	6	Unicorn Leather Set	Atk. Spd. +4.7%, P. Atk. +4.7%, STR +1, CON -1.	set	410
9559	1	Dragon Leather Set	P. Atk. +2.8%, Max MP +84, Weight limit +2016.	set	411
9559	2	Dragon Leather Set	P. Atk. +4%, Max MP +120, Weight limit +2880.	set	411
9559	3	Dragon Leather Set	P. Atk. +5.4%, Max MP +163, Weight limit +3916.	set	411
9559	4	Dragon Leather Set	P. Atk. +6.8%, Max MP +204, Weight limit +4895.	set	411
9559	5	Dragon Leather Set	P. Atk. +8%, Max MP +240, Weight limit +5759.	set	411
9559	6	Dragon Leather Set	P. Atk. +9.4%, Max MP +283, Weight limit +6796.	set	411
9560	1	Apprentice's Set	M. Atk. +3.5%, MP regeneration -1.7%.	set	425
9560	2	Apprentice's Set	M. Atk. +5%, MP regeneration -2.5%.	set	425
9560	3	Apprentice's Set	M. Atk. +6.8%, MP regeneration -3.4%.	set	425
9560	4	Apprentice's Set	M. Atk. +8.5%, MP regeneration -4.2%.	set	425
9560	5	Apprentice's Set	M. Atk. +10%, MP regeneration -5%.	set	425
9560	6	Apprentice's Set	M. Atk. +11.8%, MP regeneration -5.9%.	set	425
9561	1	Tunic Set	Casting Spd. +5.2%, M. Def. +2.8%.	set	426
9561	2	Tunic Set	Casting Spd. +7.5%, M. Def. +4%.	set	426
9561	3	Tunic Set	Casting Spd. +10.2%, M. Def. +5.4%.	set	426
9561	4	Tunic Set	Casting Spd. +12.7%, M. Def. +6.8%.	set	426
9561	5	Tunic Set	Casting Spd. +15%, M. Def. +8%.	set	426
9561	6	Tunic Set	Casting Spd. +17.7%, M. Def. +9.4%.	set	426
9562	1	Cotton Set	Max MP +72, MP regeneration +1.8%, WIT +3, INT -2.	set	427
9562	2	Cotton Set	Max MP +103, MP regeneration +2.6%, WIT +3, INT -2.	set	427
9562	3	Cotton Set	Max MP +140, MP regeneration +3.6%, WIT +3, INT -2.	set	427
9562	4	Cotton Set	Max MP +175, MP regeneration +4.5%, WIT +3, INT -2.	set	427
9562	5	Cotton Set	Max MP +206, MP regeneration +5.3%, WIT +3, INT -2.	set	427
9562	6	Cotton Set	Max MP +243, MP regeneration +6.2%, WIT +3, INT -2.	set	427
9563	1	Feriotic Set	P. Def. +2.8%, Casting Spd. +5.2%, Speed +2.	set	428
9563	2	Feriotic Set	P. Def. +4%, Casting Spd. +7.5%, Speed +4.	set	428
9563	3	Feriotic Set	P. Def. +5.4%, Casting Spd. +10.2%, Speed +5.	set	428
9563	4	Feriotic Set	P. Def. +6.8%, Casting Spd. +12.7%, Speed +6.	set	428
9563	5	Feriotic Set	P. Def. +8%, Casting Spd. +15%, Speed +7.	set	428
9563	6	Feriotic Set	P. Def. +9.4%, Casting Spd. +17.7%, Speed +8.	set	428
9564	1	Leather Set	M. Atk. +6%, Speed +2, Weight limit +2016.	set	429
9564	2	Leather Set	M. Atk. +8.5%, Speed +4, Weight limit +2880.	set	429
9564	3	Leather Set	M. Atk. +11.6%, Speed +5, Weight limit +3916.	set	429
9564	4	Leather Set	M. Atk. +14.5%, Speed +6, Weight limit +4895.	set	429
9564	5	Leather Set	M. Atk. +17%, Speed +7, Weight limit +5759.	set	429
9564	6	Leather Set	M. Atk. +20.1%, Speed +8, Weight limit +6796.	set	429
9565	1	Robe of Devotion Set	Max MP +84, Casting Spd. +5.2%, MP regeneration +2.8%.	set	430
9565	2	Robe of Devotion Set	Max MP +120, Casting Spd. +7.5%, MP regeneration +4%.	set	430
9565	3	Robe of Devotion Set	Max MP +163, Casting Spd. +10.2%, MP regeneration +5.4%.	set	430
9565	4	Robe of Devotion Set	Max MP +204, Casting Spd. +12.7%, MP regeneration +6.8%.	set	430
9565	5	Robe of Devotion Set	Max MP +240, Casting Spd. +15%, MP regeneration +8%.	set	430
9565	6	Robe of Devotion Set	Max MP +283, Casting Spd. +17.7%, MP regeneration +9.4%.	set	430
9566	1	Robe of Magic Set	Max CP +62, CP regeneration +14%.	set	431
9566	2	Robe of Magic Set	Max CP +88, CP regeneration +20%.	set	431
9566	3	Robe of Magic Set	Max CP +120, CP regeneration +27.2%.	set	431
9566	4	Robe of Magic Set	Max CP +150, CP regeneration +34%.	set	431
9566	5	Robe of Magic Set	Max CP +177, CP regeneration +40%.	set	431
9566	6	Robe of Magic Set	Max CP +209, CP regeneration +47.2%.	set	431
9567	1	Cursed Set	MP regeneration +1.4%, M. Atk. +2.8%, INT +2, WIT -2.	set	432
9567	2	Cursed Set	MP regeneration +2%, M. Atk. +4%, INT +2, WIT -2.	set	432
9567	3	Cursed Set	MP regeneration +2.7%, M. Atk. +5.4%, INT +2, WIT -2.	set	432
9567	4	Cursed Set	MP regeneration +3.4%, M. Atk. +6.8%, INT +2, WIT -2.	set	432
9567	5	Cursed Set	MP regeneration +4%, M. Atk. +8%, INT +2, WIT -2.	set	432
9567	6	Cursed Set	MP regeneration +4.7%, M. Atk. +9.4%, INT +2, WIT -2.	set	432
9568	1	Elven Set	M. Atk. +3.5%, MP regeneration -1.7%.	set	433
9568	2	Elven Set	M. Atk. +5%, MP regeneration -2.5%.	set	433
9568	3	Elven Set	M. Atk. +6.8%, MP regeneration -3.4%.	set	433
9568	4	Elven Set	M. Atk. +8.5%, MP regeneration -4.2%.	set	433
9568	5	Elven Set	M. Atk. +10%, MP regeneration -5%.	set	433
9568	6	Elven Set	M. Atk. +11.8%, MP regeneration -5.9%.	set	433
9569	1	White Set	Casting Spd. +5.2%, M. Def. +2.8%.	set	434
9569	2	White Set	Casting Spd. +7.5%, M. Def. +4%.	set	434
9569	3	White Set	Casting Spd. +10.2%, M. Def. +5.4%.	set	434
9569	4	White Set	Casting Spd. +12.7%, M. Def. +6.8%.	set	434
9569	5	White Set	Casting Spd. +15%, M. Def. +8%.	set	434
9569	6	White Set	Casting Spd. +17.7%, M. Def. +9.4%.	set	434
9570	1	Mystic's Set	Max MP +72, MP regeneration +1.8%, WIT +3, INT -2.	set	435
9570	2	Mystic's Set	Max MP +103, MP regeneration +2.6%, WIT +3, INT -2.	set	435
9570	3	Mystic's Set	Max MP +140, MP regeneration +3.6%, WIT +3, INT -2.	set	435
9570	4	Mystic's Set	Max MP +175, MP regeneration +4.5%, WIT +3, INT -2.	set	435
9570	5	Mystic's Set	Max MP +206, MP regeneration +5.3%, WIT +3, INT -2.	set	435
9570	6	Mystic's Set	Max MP +243, MP regeneration +6.2%, WIT +3, INT -2.	set	435
9571	1	Knowledge Set	M. Atk. +7%, MP regeneration -3.5%.	set	436
9571	2	Knowledge Set	M. Atk. +10%, MP regeneration -5%.	set	436
9571	3	Knowledge Set	M. Atk. +13.6%, MP regeneration -6.8%.	set	436
9571	4	Knowledge Set	M. Atk. +17%, MP regeneration -8.5%.	set	436
9571	5	Knowledge Set	M. Atk. +20%, MP regeneration -10%.	set	436
9571	6	Knowledge Set	M. Atk. +23.6%, MP regeneration -11.8%.	set	436
9572	1	Mithril Robe Set	Speed +5, WIT +1, INT -1.	set	437
9572	2	Mithril Robe Set	Speed +7, WIT +1, INT -1.	set	437
9572	3	Mithril Robe Set	Speed +10, WIT +1, INT -1.	set	437
9572	4	Mithril Robe Set	Speed +12, WIT +1, INT -1.	set	437
9572	5	Mithril Robe Set	Speed +14, WIT +1, INT -1.	set	437
9572	6	Mithril Robe Set	Speed +17, WIT +1, INT -1.	set	437
9573	1	Sage's Set	P. Def. +2.8%, Casting Spd. +5.2%, Speed +2.	set	438
9573	2	Sage's Set	P. Def. +4%, Casting Spd. +7.5%, Speed +4.	set	438
9573	3	Sage's Set	P. Def. +5.4%, Casting Spd. +10.2%, Speed +5.	set	438
9573	4	Sage's Set	P. Def. +6.8%, Casting Spd. +12.7%, Speed +6.	set	438
9573	5	Sage's Set	P. Def. +8%, Casting Spd. +15%, Speed +7.	set	438
9573	6	Sage's Set	P. Def. +9.4%, Casting Spd. +17.7%, Speed +8.	set	438
9574	1	Karmian Set	P. Def. +2.7%, Casting Spd. +7.7%.	set	439
9574	2	Karmian Set	P. Def. +3.8%, Casting Spd. +11%.	set	439
9574	3	Karmian Set	P. Def. +5.2%, Casting Spd. +15%.	set	439
9574	4	Karmian Set	P. Def. +6.5%, Casting Spd. +18.8%.	set	439
9574	5	Karmian Set	P. Def. +7.7%, Casting Spd. +22.1%.	set	439
9574	6	Karmian Set	P. Def. +9.1%, Casting Spd. +26%.	set	439
9575	1	Robe of Seal Set	M. Atk. +6%, Speed +2, Weight limit +2016.	set	440
9575	2	Robe of Seal Set	M. Atk. +8.5%, Speed +4, Weight limit +2880.	set	440
9575	3	Robe of Seal Set	M. Atk. +11.6%, Speed +5, Weight limit +3916.	set	440
9575	4	Robe of Seal Set	M. Atk. +14.5%, Speed +6, Weight limit +4895.	set	440
9575	5	Robe of Seal Set	M. Atk. +17%, Speed +7, Weight limit +5759.	set	440
9575	6	Robe of Seal Set	M. Atk. +20.1%, Speed +8, Weight limit +6796.	set	440
9576	1	Demon Set	Max HP -139, INT +4, WIT -1.	set	441
9576	2	Demon Set	Max HP -199, INT +4, WIT -1.	set	441
9576	3	Demon Set	Max HP -270, INT +4, WIT -1.	set	441
9576	4	Demon Set	Max HP -337, INT +4, WIT -1.	set	441
9576	5	Demon Set	Max HP -397, INT +4, WIT -1.	set	441
9576	6	Demon Set	Max HP -469, INT +4, WIT -1.	set	441
9577	1	Divine Set	P. Def. +2.7%, Max MP +88, INT -1, WIT +1.	set	442
9577	2	Divine Set	P. Def. +3.8%, Max MP +126, INT -1, WIT +1.	set	442
9577	3	Divine Set	P. Def. +5.2%, Max MP +171, INT -1, WIT +1.	set	442
9577	4	Divine Set	P. Def. +6.5%, Max MP +214, INT -1, WIT +1.	set	442
9577	5	Divine Set	P. Def. +7.7%, Max MP +251, INT -1, WIT +1.	set	442
9577	6	Divine Set	P. Def. +9.1%, Max MP +297, INT -1, WIT +1.	set	442
9578	1	Tunic of Mana Set	Max MP +84, Casting Spd. +5.2%, MP regeneration +2.8%.	set	443
9578	2	Tunic of Mana Set	Max MP +120, Casting Spd. +7.5%, MP regeneration +4%.	set	443
9578	3	Tunic of Mana Set	Max MP +163, Casting Spd. +10.2%, MP regeneration +5.4%.	set	443
9578	4	Tunic of Mana Set	Max MP +204, Casting Spd. +12.7%, MP regeneration +6.8%.	set	443
9578	5	Tunic of Mana Set	Max MP +240, Casting Spd. +15%, MP regeneration +8%.	set	443
9578	6	Tunic of Mana Set	Max MP +283, Casting Spd. +17.7%, MP regeneration +9.4%.	set	443
9579	1	Sage's Set	Max CP +62, CP regeneration +14%.	set	444
9579	2	Sage's Set	Max CP +88, CP regeneration +20%.	set	444
9579	3	Sage's Set	Max CP +120, CP regeneration +27.2%.	set	444
9579	4	Sage's Set	Max CP +150, CP regeneration +34%.	set	444
9579	5	Sage's Set	Max CP +177, CP regeneration +40%.	set	444
9579	6	Sage's Set	Max CP +209, CP regeneration +47.2%.	set	444
9580	1	Paradia Set	MP regeneration +1.4%, M. Atk. +2.8%, INT +2, WIT -2.	set	445
9580	2	Paradia Set	MP regeneration +2%, M. Atk. +4%, INT +2, WIT -2.	set	445
9580	3	Paradia Set	MP regeneration +2.7%, M. Atk. +5.4%, INT +2, WIT -2.	set	445
9580	4	Paradia Set	MP regeneration +3.4%, M. Atk. +6.8%, INT +2, WIT -2.	set	445
9580	5	Paradia Set	MP regeneration +4%, M. Atk. +8%, INT +2, WIT -2.	set	445
9580	6	Paradia Set	MP regeneration +4.7%, M. Atk. +9.4%, INT +2, WIT -2.	set	445
9581	1	Inferno Set	M. Atk. +3.5%, MP regeneration -1.7%.	set	446
9581	2	Inferno Set	M. Atk. +5%, MP regeneration -2.5%.	set	446
9581	3	Inferno Set	M. Atk. +6.8%, MP regeneration -3.4%.	set	446
9581	4	Inferno Set	M. Atk. +8.5%, MP regeneration -4.2%.	set	446
9581	5	Inferno Set	M. Atk. +10%, MP regeneration -5%.	set	446
9581	6	Inferno Set	M. Atk. +11.8%, MP regeneration -5.9%.	set	446
9582	1	Tunic of Solar Eclipse Set	Casting Spd. +5.2%, M. Def. +2.8%.	set	447
9582	2	Tunic of Solar Eclipse Set	Casting Spd. +7.5%, M. Def. +4%.	set	447
9582	3	Tunic of Solar Eclipse Set	Casting Spd. +10.2%, M. Def. +5.4%.	set	447
9582	4	Tunic of Solar Eclipse Set	Casting Spd. +12.7%, M. Def. +6.8%.	set	447
9582	5	Tunic of Solar Eclipse Set	Casting Spd. +15%, M. Def. +8%.	set	447
9582	6	Tunic of Solar Eclipse Set	Casting Spd. +17.7%, M. Def. +9.4%.	set	447
9583	1	Robe of Black Ore Set	Max MP +72, MP regeneration +1.8%, WIT +3, INT -2.	set	448
9583	2	Robe of Black Ore Set	Max MP +103, MP regeneration +2.6%, WIT +3, INT -2.	set	448
9583	3	Robe of Black Ore Set	Max MP +140, MP regeneration +3.6%, WIT +3, INT -2.	set	448
9583	4	Robe of Black Ore Set	Max MP +175, MP regeneration +4.5%, WIT +3, INT -2.	set	448
9583	5	Robe of Black Ore Set	Max MP +206, MP regeneration +5.3%, WIT +3, INT -2.	set	448
9583	6	Robe of Black Ore Set	Max MP +243, MP regeneration +6.2%, WIT +3, INT -2.	set	448
9584	1	Tunic of Summoning Set	P. Def. +2.8%, Casting Spd. +5.2%, Speed +2.	set	449
9584	2	Tunic of Summoning Set	P. Def. +4%, Casting Spd. +7.5%, Speed +4.	set	449
9584	3	Tunic of Summoning Set	P. Def. +5.4%, Casting Spd. +10.2%, Speed +5.	set	449
9584	4	Tunic of Summoning Set	P. Def. +6.8%, Casting Spd. +12.7%, Speed +6.	set	449
9584	5	Tunic of Summoning Set	P. Def. +8%, Casting Spd. +15%, Speed +7.	set	449
9584	6	Tunic of Summoning Set	P. Def. +9.4%, Casting Spd. +17.7%, Speed +8.	set	449
9585	1	Otherworldly Set	M. Atk. +6%, Speed +2, Weight limit +2016.	set	450
9585	2	Otherworldly Set	M. Atk. +8.5%, Speed +4, Weight limit +2880.	set	450
9585	3	Otherworldly Set	M. Atk. +11.6%, Speed +5, Weight limit +3916.	set	450
9585	4	Otherworldly Set	M. Atk. +14.5%, Speed +6, Weight limit +4895.	set	450
9585	5	Otherworldly Set	M. Atk. +17%, Speed +7, Weight limit +5759.	set	450
9585	6	Otherworldly Set	M. Atk. +20.1%, Speed +8, Weight limit +6796.	set	450
9586	1	Elemental Set	Max MP +84, Casting Spd. +5.2%, MP regeneration +2.8%.	set	451
9586	2	Elemental Set	Max MP +120, Casting Spd. +7.5%, MP regeneration +4%.	set	451
9586	3	Elemental Set	Max MP +163, Casting Spd. +10.2%, MP regeneration +5.4%.	set	451
9586	4	Elemental Set	Max MP +204, Casting Spd. +12.7%, MP regeneration +6.8%.	set	451
9586	5	Elemental Set	Max MP +240, Casting Spd. +15%, MP regeneration +8%.	set	451
9586	6	Elemental Set	Max MP +283, Casting Spd. +17.7%, MP regeneration +9.4%.	set	451
9587	1	Tunic of Phantom Set	Max CP +62, CP regeneration +14%.	set	452
9587	2	Tunic of Phantom Set	Max CP +88, CP regeneration +20%.	set	452
9587	3	Tunic of Phantom Set	Max CP +120, CP regeneration +27.2%.	set	452
9587	4	Tunic of Phantom Set	Max CP +150, CP regeneration +34%.	set	452
9587	5	Tunic of Phantom Set	Max CP +177, CP regeneration +40%.	set	452
9587	6	Tunic of Phantom Set	Max CP +209, CP regeneration +47.2%.	set	452
9588	1	Tunic of Grace Set	MP regeneration +1.4%, M. Atk. +2.8%, INT +2, WIT -2.	set	453
9588	2	Tunic of Grace Set	MP regeneration +2%, M. Atk. +4%, INT +2, WIT -2.	set	453
9588	3	Tunic of Grace Set	MP regeneration +2.7%, M. Atk. +5.4%, INT +2, WIT -2.	set	453
9588	4	Tunic of Grace Set	MP regeneration +3.4%, M. Atk. +6.8%, INT +2, WIT -2.	set	453
9588	5	Tunic of Grace Set	MP regeneration +4%, M. Atk. +8%, INT +2, WIT -2.	set	453
9588	6	Tunic of Grace Set	MP regeneration +4.7%, M. Atk. +9.4%, INT +2, WIT -2.	set	453
9589	1	Robe of Holy Spirit Set	M. Atk. +3.5%, MP regeneration -1.7%.	set	454
9589	2	Robe of Holy Spirit Set	M. Atk. +5%, MP regeneration -2.5%.	set	454
9589	3	Robe of Holy Spirit Set	M. Atk. +6.8%, MP regeneration -3.4%.	set	454
9589	4	Robe of Holy Spirit Set	M. Atk. +8.5%, MP regeneration -4.2%.	set	454
9589	5	Robe of Holy Spirit Set	M. Atk. +10%, MP regeneration -5%.	set	454
9589	6	Robe of Holy Spirit Set	M. Atk. +11.8%, MP regeneration -5.9%.	set	454
9590	1	Phoenix Set	Casting Spd. +5.2%, M. Def. +2.8%.	set	455
9590	2	Phoenix Set	Casting Spd. +7.5%, M. Def. +4%.	set	455
9590	3	Phoenix Set	Casting Spd. +10.2%, M. Def. +5.4%.	set	455
9590	4	Phoenix Set	Casting Spd. +12.7%, M. Def. +6.8%.	set	455
9590	5	Phoenix Set	Casting Spd. +15%, M. Def. +8%.	set	455
9590	6	Phoenix Set	Casting Spd. +17.7%, M. Def. +9.4%.	set	455
9591	1	Cerberus Set	Max MP +72, MP regeneration +1.8%, WIT +3, INT -2.	set	456
9591	2	Cerberus Set	Max MP +103, MP regeneration +2.6%, WIT +3, INT -2.	set	456
9591	3	Cerberus Set	Max MP +140, MP regeneration +3.6%, WIT +3, INT -2.	set	456
9591	4	Cerberus Set	Max MP +175, MP regeneration +4.5%, WIT +3, INT -2.	set	456
9591	5	Cerberus Set	Max MP +206, MP regeneration +5.3%, WIT +3, INT -2.	set	456
9591	6	Cerberus Set	Max MP +243, MP regeneration +6.2%, WIT +3, INT -2.	set	456
9592	1	Tunic of Aid Set	P. Def. +2.8%, Casting Spd. +5.2%, Speed +2.	set	457
9592	2	Tunic of Aid Set	P. Def. +4%, Casting Spd. +7.5%, Speed +4.	set	457
9592	3	Tunic of Aid Set	P. Def. +5.4%, Casting Spd. +10.2%, Speed +5.	set	457
9592	4	Tunic of Aid Set	P. Def. +6.8%, Casting Spd. +12.7%, Speed +6.	set	457
9592	5	Tunic of Aid Set	P. Def. +8%, Casting Spd. +15%, Speed +7.	set	457
9592	6	Tunic of Aid Set	P. Def. +9.4%, Casting Spd. +17.7%, Speed +8.	set	457
9593	1	Robe of Blessing Set	M. Atk. +6%, Speed +2, Weight limit +2016.	set	458
9593	2	Robe of Blessing Set	M. Atk. +8.5%, Speed +4, Weight limit +2880.	set	458
9593	3	Robe of Blessing Set	M. Atk. +11.6%, Speed +5, Weight limit +3916.	set	458
9593	4	Robe of Blessing Set	M. Atk. +14.5%, Speed +6, Weight limit +4895.	set	458
9593	5	Robe of Blessing Set	M. Atk. +17%, Speed +7, Weight limit +5759.	set	458
9593	6	Robe of Blessing Set	M. Atk. +20.1%, Speed +8, Weight limit +6796.	set	458
9594	1	Dasparion's Set	Max MP +84, Casting Spd. +5.2%, MP regeneration +2.8%.	set	459
9594	2	Dasparion's Set	Max MP +120, Casting Spd. +7.5%, MP regeneration +4%.	set	459
9594	3	Dasparion's Set	Max MP +163, Casting Spd. +10.2%, MP regeneration +5.4%.	set	459
9594	4	Dasparion's Set	Max MP +204, Casting Spd. +12.7%, MP regeneration +6.8%.	set	459
9594	5	Dasparion's Set	Max MP +240, Casting Spd. +15%, MP regeneration +8%.	set	459
9594	6	Dasparion's Set	Max MP +283, Casting Spd. +17.7%, MP regeneration +9.4%.	set	459
9595	1	The Set	Max CP +62, CP regeneration +14%.	set	460
9595	2	The Set	Max CP +88, CP regeneration +20%.	set	460
9595	3	The Set	Max CP +120, CP regeneration +27.2%.	set	460
9595	4	The Set	Max CP +150, CP regeneration +34%.	set	460
9595	5	The Set	Max CP +177, CP regeneration +40%.	set	460
9595	6	The Set	Max CP +209, CP regeneration +47.2%.	set	460
9596	1	Cotton Set	MP regeneration +1.4%, M. Atk. +2.8%, INT +2, WIT -2.	set	1100
9596	2	Cotton Set	MP regeneration +2%, M. Atk. +4%, INT +2, WIT -2.	set	1100
9596	3	Cotton Set	MP regeneration +2.7%, M. Atk. +5.4%, INT +2, WIT -2.	set	1100
9596	4	Cotton Set	MP regeneration +3.4%, M. Atk. +6.8%, INT +2, WIT -2.	set	1100
9596	5	Cotton Set	MP regeneration +4%, M. Atk. +8%, INT +2, WIT -2.	set	1100
9596	6	Cotton Set	MP regeneration +4.7%, M. Atk. +9.4%, INT +2, WIT -2.	set	1100
9597	1	Devotion Set	Casting Spd. +15%.	set	1101
9597	2	Devotion Set	Casting Spd. +21.4%.	set	1101
9597	3	Devotion Set	Casting Spd. +29.1%.	set	1101
9597	4	Devotion Set	Casting Spd. +36.4%.	set	1101
9597	5	Devotion Set	Casting Spd. +42.9%.	set	1101
9597	6	Devotion Set	Casting Spd. +50.6%.	set	1101
9598	1	Tunic of Magic Set	M. Atk. +3.5%, MP regeneration -1.7%.	set	1102
9598	2	Tunic of Magic Set	M. Atk. +5%, MP regeneration -2.5%.	set	1102
9598	3	Tunic of Magic Set	M. Atk. +6.8%, MP regeneration -3.4%.	set	1102
9598	4	Tunic of Magic Set	M. Atk. +8.5%, MP regeneration -4.2%.	set	1102
9598	5	Tunic of Magic Set	M. Atk. +10%, MP regeneration -5%.	set	1102
9598	6	Tunic of Magic Set	M. Atk. +11.8%, MP regeneration -5.9%.	set	1102
9599	1	Squire's Set	M. Def. +1.8%, Weight limit +2028.	set	1146
9599	2	Squire's Set	M. Def. +2.6%, Weight limit +2898.	set	1146
9599	3	Squire's Set	M. Def. +3.6%, Weight limit +3941.	set	1146
9599	4	Squire's Set	M. Def. +4.5%, Weight limit +4926.	set	1146
9599	5	Squire's Set	M. Def. +5.2%, Weight limit +5795.	set	1146
9599	6	Squire's Set	M. Def. +6.2%, Weight limit +6838.	set	1146
9600	1	Avadon Heavy Set	Max HP +121.	set	2376
9600	2	Avadon Heavy Set	Max HP +173.	set	2376
9600	3	Avadon Heavy Set	Max HP +235.	set	2376
9600	4	Avadon Heavy Set	Max HP +294.	set	2376
9600	5	Avadon Heavy Set	Max HP +346.	set	2376
9600	6	Avadon Heavy Set	Max HP +408.	set	2376
9601	1	Doom Heavy Set	Max HP +132, Breath +82, STR -3, CON +3.	set	2381
9601	2	Doom Heavy Set	Max HP +188, Breath +118, STR -3, CON +3.	set	2381
9601	3	Doom Heavy Set	Max HP +256, Breath +160, STR -3, CON +3.	set	2381
9601	4	Doom Heavy Set	Max HP +320, Breath +200, STR -3, CON +3.	set	2381
9601	5	Doom Heavy Set	Max HP +376, Breath +235, STR -3, CON +3.	set	2381
9601	6	Doom Heavy Set	Max HP +444, Breath +278, STR -3, CON +3.	set	2381
9602	1	Tallum Heavy Set	Atk. Spd. +2.8%, Weight limit +2016, Poison resistance +28%, Bleed resistance +28%, STR +2, CON -2.	set	2382
9602	2	Tallum Heavy Set	Atk. Spd. +4%, Weight limit +2880, Poison resistance +40%, Bleed resistance +40%, STR +2, CON -2.	set	2382
9602	3	Tallum Heavy Set	Atk. Spd. +5.4%, Weight limit +3916, Poison resistance +54%, Bleed resistance +54%, STR +2, CON -2.	set	2382
9602	4	Tallum Heavy Set	Atk. Spd. +6.8%, Weight limit +4895, Poison resistance +68%, Bleed resistance +68%, STR +2, CON -2.	set	2382
9602	5	Tallum Heavy Set	Atk. Spd. +8%, Weight limit +5759, Poison resistance +80%, Bleed resistance +80%, STR +2, CON -2.	set	2382
9602	6	Tallum Heavy Set	Atk. Spd. +9.4%, Weight limit +6796, Poison resistance +94%, Bleed resistance +94%, STR +2, CON -2.	set	2382
9603	1	Majestic Heavy Set	P. Atk. +1.4%, Accuracy +1, Stun resistance +18%, STR +2, CON -2.	set	2383
9603	2	Majestic Heavy Set	P. Atk. +2%, Accuracy +2, Stun resistance +25%, STR +2, CON -2.	set	2383
9603	3	Majestic Heavy Set	P. Atk. +2.7%, Accuracy +2, Stun resistance +34%, STR +2, CON -2.	set	2383
9603	4	Majestic Heavy Set	P. Atk. +3.4%, Accuracy +3, Stun resistance +42%, STR +2, CON -2.	set	2383
9603	5	Majestic Heavy Set	P. Atk. +4%, Accuracy +3, Stun resistance +50%, STR +2, CON -2.	set	2383
9603	6	Majestic Heavy Set	P. Atk. +4.7%, Accuracy +4, Stun resistance +59%, STR +2, CON -2.	set	2383
9604	1	Zubei Light Set	Evasion +2.	set	2384
9604	2	Zubei Light Set	Evasion +2.	set	2384
9604	3	Zubei Light Set	Evasion +3.	set	2384
9604	4	Zubei Light Set	Evasion +4.	set	2384
9604	5	Zubei Light Set	Evasion +5.	set	2384
9604	6	Zubei Light Set	Evasion +6.	set	2384
9605	1	Dark Crystal Light Set	Atk. Spd. +1.4%, P. Atk. +1.4%, Paralysis resistance +18%, STR +1, CON -1.	set	2385
9605	2	Dark Crystal Light Set	Atk. Spd. +2%, P. Atk. +2%, Paralysis resistance +25%, STR +1, CON -1.	set	2385
9605	3	Dark Crystal Light Set	Atk. Spd. +2.7%, P. Atk. +2.7%, Paralysis resistance +34%, STR +1, CON -1.	set	2385
9605	4	Dark Crystal Light Set	Atk. Spd. +3.4%, P. Atk. +3.4%, Paralysis resistance +42%, STR +1, CON -1.	set	2385
9605	5	Dark Crystal Light Set	Atk. Spd. +4%, P. Atk. +4%, Paralysis resistance +50%, STR +1, CON -1.	set	2385
9605	6	Dark Crystal Light Set	Atk. Spd. +4.7%, P. Atk. +4.7%, Paralysis resistance +59%, STR +1, CON -1.	set	2385
9606	1	Avadon Light Set	M. Def. +2.2%, Weight limit +2386.	set	2390
9606	2	Avadon Light Set	M. Def. +3.1%, Weight limit +3409.	set	2390
