id	donor	grade	gradeIdx	pdef	name	addName	mode	clearDesc
10470	374	S	5	333	Armor of Nightmare		add	0
10471	5771	S	5	55	Armor of Nightmare Gloves		add	0
10472	5783	S	5	55	Armor of Nightmare Boots		add	0
10473	2416	NG	0	26	Cotton Shirt Helmet		add	0
390	390	NG	0	53	Cotton Shirt		update	0
10474	412	NG	0	33	Cotton Shirt Gaiters		add	0
10475	49	NG	0	20	Cotton Shirt Gloves		add	0
10476	36	NG	0	20	Cotton Shirt Boots		add	0
10477	2416	D	1	44	Cotton Shirt Helmet		add	0
10478	390	D	1	77	Cotton Shirt		add	0
10479	412	D	1	48	Cotton Shirt Gaiters		add	0
10480	49	D	1	29	Cotton Shirt Gloves		add	0
10481	36	D	1	29	Cotton Shirt Boots		add	0
10482	2416	C	2	58	Cotton Shirt Helmet		add	0
10483	390	C	2	110	Cotton Shirt		add	0
10484	412	C	2	69	Cotton Shirt Gaiters		add	0
10485	49	C	2	39	Cotton Shirt Gloves		add	0
10486	36	C	2	39	Cotton Shirt Boots		add	0
10487	2416	B	3	67	Cotton Shirt Helmet		add	0
10488	390	B	3	124	Cotton Shirt		add	0
10489	412	B	3	78	Cotton Shirt Gaiters		add	0
10490	49	B	3	44	Cotton Shirt Gloves		add	0
10491	36	B	3	45	Cotton Shirt Boots		add	0
10492	2416	A	4	73	Cotton Shirt Helmet		add	0
10493	390	A	4	136	Cotton Shirt		add	0
10494	412	A	4	84	Cotton Shirt Gaiters		add	0
10495	49	A	4	49	Cotton Shirt Gloves		add	0
10496	36	A	4	49	Cotton Shirt Boots		add	0
10497	2416	S	5	83	Cotton Shirt Helmet		add	0
10498	390	S	5	153	Cotton Shirt		add	0
10499	412	S	5	96	Cotton Shirt Gaiters		add	0
10500	49	S	5	55	Cotton Shirt Gloves		add	0
10501	36	S	5	55	Cotton Shirt Boots		add	0
10502	2416	D	1	44	Puma Skin Shirt Helmet		add	0
391	391	D	1	77	Puma Skin Shirt		update	0
10503	413	D	1	48	Puma Skin Shirt Gaiters		add	0
10504	604	D	1	29	Puma Skin Shirt Gloves		add	0
10505	40	D	1	29	Puma Skin Shirt Boots		add	0
10506	2416	C	2	58	Puma Skin Shirt Helmet		add	0
10507	391	C	2	110	Puma Skin Shirt		add	0
10508	413	C	2	69	Puma Skin Shirt Gaiters		add	0
10509	604	C	2	39	Puma Skin Shirt Gloves		add	0
10510	40	C	2	39	Puma Skin Shirt Boots		add	0
10511	2416	B	3	67	Puma Skin Shirt Helmet		add	0
10512	391	B	3	124	Puma Skin Shirt		add	0
10513	413	B	3	78	Puma Skin Shirt Gaiters		add	0
10514	604	B	3	44	Puma Skin Shirt Gloves		add	0
10515	40	B	3	45	Puma Skin Shirt Boots		add	0
10516	2416	A	4	73	Puma Skin Shirt Helmet		add	0
10517	391	A	4	136	Puma Skin Shirt		add	0
10518	413	A	4	84	Puma Skin Shirt Gaiters		add	0
10519	604	A	4	49	Puma Skin Shirt Gloves		add	0
10520	40	A	4	49	Puma Skin Shirt Boots		add	0
10521	2416	S	5	83	Puma Skin Shirt Helmet		add	0
10522	391	S	5	153	Puma Skin Shirt		add	0
10523	413	S	5	96	Puma Skin Shirt Gaiters		add	0
10524	604	S	5	55	Puma Skin Shirt Gloves		add	0
10525	40	S	5	55	Puma Skin Shirt Boots		add	0
10526	2416	D	1	44	Lion Skin Shirt Helmet		add	0
392	392	D	1	77	Lion Skin Shirt		update	0
10527	414	D	1	48	Lion Skin Shirt Gaiters		add	0
10528	605	D	1	29	Lion Skin Shirt Gloves		add	0
10529	1123	D	1	29	Lion Skin Shirt Boots		add	0
10530	2416	C	2	58	Lion Skin Shirt Helmet		add	0
10531	392	C	2	110	Lion Skin Shirt		add	0
10532	414	C	2	69	Lion Skin Shirt Gaiters		add	0
10533	605	C	2	39	Lion Skin Shirt Gloves		add	0
10534	1123	C	2	39	Lion Skin Shirt Boots		add	0
10535	2416	B	3	67	Lion Skin Shirt Helmet		add	0
10536	392	B	3	124	Lion Skin Shirt		add	0
10537	414	B	3	78	Lion Skin Shirt Gaiters		add	0
10538	605	B	3	44	Lion Skin Shirt Gloves		add	0
10539	1123	B	3	45	Lion Skin Shirt Boots		add	0
10540	2416	A	4	73	Lion Skin Shirt Helmet		add	0
10541	392	A	4	136	Lion Skin Shirt		add	0
10542	414	A	4	84	Lion Skin Shirt Gaiters		add	0
10543	605	A	4	49	Lion Skin Shirt Gloves		add	0
10544	1123	A	4	49	Lion Skin Shirt Boots		add	0
10545	2416	S	5	83	Lion Skin Shirt Helmet		add	0
10546	392	S	5	153	Lion Skin Shirt		add	0
10547	414	S	5	96	Lion Skin Shirt Gaiters		add	0
10548	605	S	5	55	Lion Skin Shirt Gloves		add	0
10549	1123	S	5	55	Lion Skin Shirt Boots		add	0
10550	2416	D	1	44	Mithril Banded Mail Helmet		add	0
393	393	D	1	77	Mithril Banded Mail		update	0
10551	415	D	1	48	Mithril Banded Mail Gaiters		add	0
10552	63	D	1	29	Mithril Banded Mail Gloves		add	0
10553	553	D	1	29	Mithril Banded Mail Boots		add	0
10554	2416	C	2	58	Mithril Banded Mail Helmet		add	0
10555	393	C	2	110	Mithril Banded Mail		add	0
10556	415	C	2	69	Mithril Banded Mail Gaiters		add	0
10557	63	C	2	39	Mithril Banded Mail Gloves		add	0
10558	553	C	2	39	Mithril Banded Mail Boots		add	0
10559	2416	B	3	67	Mithril Banded Mail Helmet		add	0
10560	393	B	3	124	Mithril Banded Mail		add	0
10561	415	B	3	78	Mithril Banded Mail Gaiters		add	0
10562	63	B	3	44	Mithril Banded Mail Gloves		add	0
10563	553	B	3	45	Mithril Banded Mail Boots		add	0
10564	2416	A	4	73	Mithril Banded Mail Helmet		add	0
10565	393	A	4	136	Mithril Banded Mail		add	0
10566	415	A	4	84	Mithril Banded Mail Gaiters		add	0
10567	63	A	4	49	Mithril Banded Mail Gloves		add	0
10568	553	A	4	49	Mithril Banded Mail Boots		add	0
10569	2416	S	5	83	Mithril Banded Mail Helmet		add	0
10570	393	S	5	153	Mithril Banded Mail		add	0
10571	415	S	5	96	Mithril Banded Mail Gaiters		add	0
10572	63	S	5	55	Mithril Banded Mail Gloves		add	0
10573	553	S	5	55	Mithril Banded Mail Boots		add	0
10574	2416	D	1	44	Reinforced Leather Shirt Helmet		add	0
394	394	D	1	77	Reinforced Leather Shirt		update	0
10575	416	D	1	48	Reinforced Leather Shirt Gaiters		add	0
10576	2446	D	1	29	Reinforced Leather Shirt Gloves		add	0
10577	2422	D	1	29	Reinforced Leather Shirt Boots		add	0
10578	2416	C	2	58	Reinforced Leather Shirt Helmet		add	0
10579	394	C	2	110	Reinforced Leather Shirt		add	0
10580	416	C	2	69	Reinforced Leather Shirt Gaiters		add	0
10581	2446	C	2	39	Reinforced Leather Shirt Gloves		add	0
10582	2422	C	2	39	Reinforced Leather Shirt Boots		add	0
10583	2416	B	3	67	Reinforced Leather Shirt Helmet		add	0
10584	394	B	3	124	Reinforced Leather Shirt		add	0
10585	416	B	3	78	Reinforced Leather Shirt Gaiters		add	0
10586	2446	B	3	44	Reinforced Leather Shirt Gloves		add	0
10587	2422	B	3	45	Reinforced Leather Shirt Boots		add	0
10588	2416	A	4	73	Reinforced Leather Shirt Helmet		add	0
10589	394	A	4	136	Reinforced Leather Shirt		add	0
10590	416	A	4	84	Reinforced Leather Shirt Gaiters		add	0
10591	2446	A	4	49	Reinforced Leather Shirt Gloves		add	0
10592	2422	A	4	49	Reinforced Leather Shirt Boots		add	0
10593	2416	S	5	83	Reinforced Leather Shirt Helmet		add	0
10594	394	S	5	153	Reinforced Leather Shirt		add	0
10595	416	S	5	96	Reinforced Leather Shirt Gaiters		add	0
10596	2446	S	5	55	Reinforced Leather Shirt Gloves		add	0
10597	2422	S	5	55	Reinforced Leather Shirt Boots		add	0
10598	2416	D	1	44	Manticore Skin Shirt Helmet		add	0
395	395	D	1	77	Manticore Skin Shirt		update	0
10599	417	D	1	48	Manticore Skin Shirt Gaiters		add	0
10600	2448	D	1	29	Manticore Skin Shirt Gloves		add	0
10601	2424	D	1	29	Manticore Skin Shirt Boots		add	0
10602	2416	C	2	58	Manticore Skin Shirt Helmet		add	0
10603	395	C	2	110	Manticore Skin Shirt		add	0
10604	417	C	2	69	Manticore Skin Shirt Gaiters		add	0
10605	2448	C	2	39	Manticore Skin Shirt Gloves		add	0
10606	2424	C	2	39	Manticore Skin Shirt Boots		add	0
10607	2416	B	3	67	Manticore Skin Shirt Helmet		add	0
10608	395	B	3	124	Manticore Skin Shirt		add	0
10609	417	B	3	78	Manticore Skin Shirt Gaiters		add	0
10610	2448	B	3	44	Manticore Skin Shirt Gloves		add	0
10611	2424	B	3	45	Manticore Skin Shirt Boots		add	0
10612	2416	A	4	73	Manticore Skin Shirt Helmet		add	0
10613	395	A	4	136	Manticore Skin Shirt		add	0
10614	417	A	4	84	Manticore Skin Shirt Gaiters		add	0
10615	2448	A	4	49	Manticore Skin Shirt Gloves		add	0
10616	2424	A	4	49	Manticore Skin Shirt Boots		add	0
10617	2416	S	5	83	Manticore Skin Shirt Helmet		add	0
10618	395	S	5	153	Manticore Skin Shirt		add	0
10619	417	S	5	96	Manticore Skin Shirt Gaiters		add	0
10620	2448	S	5	55	Manticore Skin Shirt Gloves		add	0
10621	2424	S	5	55	Manticore Skin Shirt Boots		add	0
10622	2416	C	2	58	Mithril Shirt Helmet		add	0
397	397	C	2	110	Mithril Shirt		update	0
10623	2387	C	2	69	Mithril Shirt Gaiters		add	0
10624	2452	C	2	39	Mithril Shirt Gloves		add	0
10625	62	C	2	39	Mithril Shirt Boots		add	0
10626	2416	B	3	67	Mithril Shirt Helmet		add	0
10627	397	B	3	124	Mithril Shirt		add	0
10628	2387	B	3	78	Mithril Shirt Gaiters		add	0
10629	2452	B	3	44	Mithril Shirt Gloves		add	0
10630	62	B	3	45	Mithril Shirt Boots		add	0
10631	2416	A	4	73	Mithril Shirt Helmet		add	0
10632	397	A	4	136	Mithril Shirt		add	0
10633	2387	A	4	84	Mithril Shirt Gaiters		add	0
10634	2452	A	4	49	Mithril Shirt Gloves		add	0
10635	62	A	4	49	Mithril Shirt Boots		add	0
10636	2416	S	5	83	Mithril Shirt Helmet		add	0
10637	397	S	5	153	Mithril Shirt		add	0
10638	2387	S	5	96	Mithril Shirt Gaiters		add	0
10639	2452	S	5	55	Mithril Shirt Gloves		add	0
10640	62	S	5	55	Mithril Shirt Boots		add	0
10641	2416	C	2	58	Plated Leather Helmet		add	0
398	398	C	2	110	Plated Leather		update	0
10642	418	C	2	69	Plated Leather Gaiters		add	0
10643	2455	C	2	39	Plated Leather Gloves		add	0
10644	2431	C	2	39	Plated Leather Boots		add	0
10645	2416	B	3	67	Plated Leather Helmet		add	0
10646	398	B	3	124	Plated Leather		add	0
10647	418	B	3	78	Plated Leather Gaiters		add	0
10648	2455	B	3	44	Plated Leather Gloves		add	0
10649	2431	B	3	45	Plated Leather Boots		add	0
10650	2416	A	4	73	Plated Leather Helmet		add	0
10651	398	A	4	136	Plated Leather		add	0
10652	418	A	4	84	Plated Leather Gaiters		add	0
10653	2455	A	4	49	Plated Leather Gloves		add	0
10654	2431	A	4	49	Plated Leather Boots		add	0
10655	2416	S	5	83	Plated Leather Helmet		add	0
10656	398	S	5	153	Plated Leather		add	0
10657	418	S	5	96	Plated Leather Gaiters		add	0
10658	2455	S	5	55	Plated Leather Gloves		add	0
10659	2431	S	5	55	Plated Leather Boots		add	0
10660	2416	C	2	58	Rind Leather Armor Helmet		add	0
399	399	C	2	110	Rind Leather Armor		update	0
10661	419	C	2	69	Rind Leather Armor Gaiters		add	0
10662	2458	C	2	39	Rind Leather Armor Gloves		add	0
10663	2434	C	2	39	Rind Leather Armor Boots		add	0
10664	2416	B	3	67	Rind Leather Armor Helmet		add	0
10665	399	B	3	124	Rind Leather Armor		add	0
10666	419	B	3	78	Rind Leather Armor Gaiters		add	0
10667	2458	B	3	44	Rind Leather Armor Gloves		add	0
10668	2434	B	3	45	Rind Leather Armor Boots		add	0
10669	2416	A	4	73	Rind Leather Armor Helmet		add	0
10670	399	A	4	136	Rind Leather Armor		add	0
10671	419	A	4	84	Rind Leather Armor Gaiters		add	0
10672	2458	A	4	49	Rind Leather Armor Gloves		add	0
10673	2434	A	4	49	Rind Leather Armor Boots		add	0
10674	2416	S	5	83	Rind Leather Armor Helmet		add	0
10675	399	S	5	153	Rind Leather Armor		add	0
10676	419	S	5	96	Rind Leather Armor Gaiters		add	0
10677	2458	S	5	55	Rind Leather Armor Gloves		add	0
10678	2434	S	5	55	Rind Leather Armor Boots		add	0
10679	2416	C	2	58	Theca Leather Armor Helmet		add	0
400	400	C	2	110	Theca Leather Armor		update	0
10680	420	C	2	69	Theca Leather Armor Gaiters		add	0
10681	2460	C	2	39	Theca Leather Armor Gloves		add	0
10682	2436	C	2	39	Theca Leather Armor Boots		add	0
10683	2416	B	3	67	Theca Leather Armor Helmet		add	0
10684	400	B	3	124	Theca Leather Armor		add	0
10685	420	B	3	78	Theca Leather Armor Gaiters		add	0
10686	2460	B	3	44	Theca Leather Armor Gloves		add	0
10687	2436	B	3	45	Theca Leather Armor Boots		add	0
10688	2416	A	4	73	Theca Leather Armor Helmet		add	0
10689	400	A	4	136	Theca Leather Armor		add	0
10690	420	A	4	84	Theca Leather Armor Gaiters		add	0
10691	2460	A	4	49	Theca Leather Armor Gloves		add	0
10692	2436	A	4	49	Theca Leather Armor Boots		add	0
10693	2416	S	5	83	Theca Leather Armor Helmet		add	0
10694	400	S	5	153	Theca Leather Armor		add	0
10695	420	S	5	96	Theca Leather Armor Gaiters		add	0
10696	2460	S	5	55	Theca Leather Armor Gloves		add	0
10697	2436	S	5	55	Theca Leather Armor Boots		add	0
10698	2416	C	2	58	Drake Leather Armor Helmet		add	0
401	401	C	2	179	Drake Leather Armor		update	0
10699	2461	C	2	39	Drake Leather Armor Gloves		add	0
10700	2437	C	2	39	Drake Leather Armor Boots		add	0
10701	2416	B	3	67	Drake Leather Armor Helmet		add	0
10702	401	B	3	202	Drake Leather Armor		add	0
10703	2461	B	3	44	Drake Leather Armor Gloves		add	0
10704	2437	B	3	45	Drake Leather Armor Boots		add	0
10705	2416	A	4	73	Drake Leather Armor Helmet		add	0
10706	401	A	4	220	Drake Leather Armor		add	0
10707	2461	A	4	49	Drake Leather Armor Gloves		add	0
10708	2437	A	4	49	Drake Leather Armor Boots		add	0
10709	2416	S	5	83	Drake Leather Armor Helmet		add	0
10710	401	S	5	249	Drake Leather Armor		add	0
10711	2461	S	5	55	Drake Leather Armor Gloves		add	0
10712	2437	S	5	55	Drake Leather Armor Boots		add	0
10713	2416	B	3	67	Ace's Leather Armor Helmet		add	0
407	407	B	3	202	Ace's Leather Armor		update	0
10714	2477	B	3	44	Ace's Leather Armor Gloves		add	0
10715	2443	B	3	45	Ace's Leather Armor Boots		add	0
10716	2416	A	4	73	Ace's Leather Armor Helmet		add	0
10717	407	A	4	220	Ace's Leather Armor		add	0
10718	2477	A	4	49	Ace's Leather Armor Gloves		add	0
10719	2443	A	4	49	Ace's Leather Armor Boots		add	0
10720	2416	S	5	83	Ace's Leather Armor Helmet		add	0
10721	407	S	5	249	Ace's Leather Armor		add	0
10722	2477	S	5	55	Ace's Leather Armor Gloves		add	0
10723	2443	S	5	55	Ace's Leather Armor Boots		add	0
10724	41	NG	0	26	Tunic Helmet		add	0
426	426	NG	0	34	Tunic		update	0
10725	462	NG	0	22	Tunic Stockings		add	0
10726	48	NG	0	20	Tunic Gloves		add	0
10727	36	NG	0	20	Tunic Boots		add	0
10728	41	D	1	44	Tunic Helmet		add	0
10729	426	D	1	52	Tunic		add	0
10730	462	D	1	33	Tunic Stockings		add	0
10731	48	D	1	29	Tunic Gloves		add	0
10732	36	D	1	29	Tunic Boots		add	0
10733	41	C	2	58	Tunic Helmet		add	0
10734	426	C	2	74	Tunic		add	0
10735	462	C	2	46	Tunic Stockings		add	0
10736	48	C	2	39	Tunic Gloves		add	0
10737	36	C	2	39	Tunic Boots		add	0
10738	41	B	3	67	Tunic Helmet		add	0
10739	426	B	3	83	Tunic		add	0
10740	462	B	3	52	Tunic Stockings		add	0
10741	48	B	3	44	Tunic Gloves		add	0
10742	36	B	3	45	Tunic Boots		add	0
10743	41	A	4	73	Tunic Helmet		add	0
10744	426	A	4	91	Tunic		add	0
10745	462	A	4	56	Tunic Stockings		add	0
10746	48	A	4	49	Tunic Gloves		add	0
10747	36	A	4	49	Tunic Boots		add	0
10748	41	S	5	83	Tunic Helmet		add	0
10749	426	S	5	102	Tunic		add	0
10750	462	S	5	64	Tunic Stockings		add	0
10751	48	S	5	55	Tunic Gloves		add	0
10752	36	S	5	55	Tunic Boots		add	0
10753	41	NG	0	26	Feriotic Tunic Helmet		add	0
428	428	NG	0	34	Feriotic Tunic		update	0
10754	463	NG	0	22	Feriotic Tunic Stockings		add	0
10755	48	NG	0	20	Feriotic Tunic Gloves		add	0
10756	35	NG	0	20	Feriotic Tunic Boots		add	0
10757	41	D	1	44	Feriotic Tunic Helmet		add	0
10758	428	D	1	52	Feriotic Tunic		add	0
10759	463	D	1	33	Feriotic Tunic Stockings		add	0
10760	48	D	1	29	Feriotic Tunic Gloves		add	0
10761	35	D	1	29	Feriotic Tunic Boots		add	0
10762	41	C	2	58	Feriotic Tunic Helmet		add	0
10763	428	C	2	74	Feriotic Tunic		add	0
10764	463	C	2	46	Feriotic Tunic Stockings		add	0
10765	48	C	2	39	Feriotic Tunic Gloves		add	0
10766	35	C	2	39	Feriotic Tunic Boots		add	0
10767	41	B	3	67	Feriotic Tunic Helmet		add	0
10768	428	B	3	83	Feriotic Tunic		add	0
10769	463	B	3	52	Feriotic Tunic Stockings		add	0
10770	48	B	3	44	Feriotic Tunic Gloves		add	0
10771	35	B	3	45	Feriotic Tunic Boots		add	0
10772	41	A	4	73	Feriotic Tunic Helmet		add	0
10773	428	A	4	91	Feriotic Tunic		add	0
10774	463	A	4	56	Feriotic Tunic Stockings		add	0
10775	48	A	4	49	Feriotic Tunic Gloves		add	0
10776	35	A	4	49	Feriotic Tunic Boots		add	0
10777	41	S	5	83	Feriotic Tunic Helmet		add	0
10778	428	S	5	102	Feriotic Tunic		add	0
10779	463	S	5	64	Feriotic Tunic Stockings		add	0
10780	48	S	5	55	Feriotic Tunic Gloves		add	0
10781	35	S	5	55	Feriotic Tunic Boots		add	0
10782	41	NG	0	26	Leather Tunic Helmet		add	0
429	429	NG	0	34	Leather Tunic		update	0
10783	464	NG	0	22	Leather Tunic Stockings		add	0
10784	50	NG	0	20	Leather Tunic Gloves		add	0
10785	37	NG	0	20	Leather Tunic Boots		add	0
10786	41	D	1	44	Leather Tunic Helmet		add	0
10787	429	D	1	52	Leather Tunic		add	0
10788	464	D	1	33	Leather Tunic Stockings		add	0
10789	50	D	1	29	Leather Tunic Gloves		add	0
10790	37	D	1	29	Leather Tunic Boots		add	0
10791	41	C	2	58	Leather Tunic Helmet		add	0
10792	429	C	2	74	Leather Tunic		add	0
10793	464	C	2	46	Leather Tunic Stockings		add	0
10794	50	C	2	39	Leather Tunic Gloves		add	0
10795	37	C	2	39	Leather Tunic Boots		add	0
10796	41	B	3	67	Leather Tunic Helmet		add	0
10797	429	B	3	83	Leather Tunic		add	0
10798	464	B	3	52	Leather Tunic Stockings		add	0
10799	50	B	3	44	Leather Tunic Gloves		add	0
10800	37	B	3	45	Leather Tunic Boots		add	0
10801	41	A	4	73	Leather Tunic Helmet		add	0
10802	429	A	4	91	Leather Tunic		add	0
10803	464	A	4	56	Leather Tunic Stockings		add	0
10804	50	A	4	49	Leather Tunic Gloves		add	0
10805	37	A	4	49	Leather Tunic Boots		add	0
10806	41	S	5	83	Leather Tunic Helmet		add	0
10807	429	S	5	102	Leather Tunic		add	0
10808	464	S	5	64	Leather Tunic Stockings		add	0
10809	50	S	5	55	Leather Tunic Gloves		add	0
10810	37	S	5	55	Leather Tunic Boots		add	0
10811	41	D	1	44	Cursed Tunic Helmet		add	0
432	432	D	1	52	Cursed Tunic		update	0
10812	465	D	1	33	Cursed Tunic Stockings		add	0
10813	2489	D	1	29	Cursed Tunic Gloves		add	0
10814	561	D	1	29	Cursed Tunic Boots		add	0
10815	41	C	2	58	Cursed Tunic Helmet		add	0
10816	432	C	2	74	Cursed Tunic		add	0
10817	465	C	2	46	Cursed Tunic Stockings		add	0
10818	2489	C	2	39	Cursed Tunic Gloves		add	0
10819	561	C	2	39	Cursed Tunic Boots		add	0
10820	41	B	3	67	Cursed Tunic Helmet		add	0
10821	432	B	3	83	Cursed Tunic		add	0
10822	465	B	3	52	Cursed Tunic Stockings		add	0
10823	2489	B	3	44	Cursed Tunic Gloves		add	0
10824	561	B	3	45	Cursed Tunic Boots		add	0
10825	41	A	4	73	Cursed Tunic Helmet		add	0
10826	432	A	4	91	Cursed Tunic		add	0
10827	465	A	4	56	Cursed Tunic Stockings		add	0
10828	2489	A	4	49	Cursed Tunic Gloves		add	0
10829	561	A	4	49	Cursed Tunic Boots		add	0
10830	41	S	5	83	Cursed Tunic Helmet		add	0
10831	432	S	5	102	Cursed Tunic		add	0
10832	465	S	5	64	Cursed Tunic Stockings		add	0
10833	2489	S	5	55	Cursed Tunic Gloves		add	0
10834	561	S	5	55	Cursed Tunic Boots		add	0
10835	41	D	1	44	White Tunic Helmet		add	0
434	434	D	1	52	White Tunic		update	0
10836	467	D	1	33	White Tunic Stockings		add	0
10837	2447	D	1	29	White Tunic Gloves		add	0
10838	2423	D	1	29	White Tunic Boots		add	0
10839	41	C	2	58	White Tunic Helmet		add	0
10840	434	C	2	74	White Tunic		add	0
10841	467	C	2	46	White Tunic Stockings		add	0
10842	2447	C	2	39	White Tunic Gloves		add	0
10843	2423	C	2	39	White Tunic Boots		add	0
10844	41	B	3	67	White Tunic Helmet		add	0
10845	434	B	3	83	White Tunic		add	0
10846	467	B	3	52	White Tunic Stockings		add	0
10847	2447	B	3	44	White Tunic Gloves		add	0
10848	2423	B	3	45	White Tunic Boots		add	0
10849	41	A	4	73	White Tunic Helmet		add	0
10850	434	A	4	91	White Tunic		add	0
10851	467	A	4	56	White Tunic Stockings		add	0
10852	2447	A	4	49	White Tunic Gloves		add	0
10853	2423	A	4	49	White Tunic Boots		add	0
10854	41	S	5	83	White Tunic Helmet		add	0
10855	434	S	5	102	White Tunic		add	0
10856	467	S	5	64	White Tunic Stockings		add	0
10857	2447	S	5	55	White Tunic Gloves		add	0
10858	2423	S	5	55	White Tunic Boots		add	0
10859	41	D	1	44	Mystic's Tunic Helmet		add	0
435	435	D	1	52	Mystic's Tunic		update	0
10860	468	D	1	33	Mystic's Tunic Stockings		add	0
10861	2447	D	1	29	Mystic's Tunic Gloves		add	0
10862	2423	D	1	29	Mystic's Tunic Boots		add	0
10863	41	C	2	58	Mystic's Tunic Helmet		add	0
10864	435	C	2	74	Mystic's Tunic		add	0
10865	468	C	2	46	Mystic's Tunic Stockings		add	0
10866	2447	C	2	39	Mystic's Tunic Gloves		add	0
10867	2423	C	2	39	Mystic's Tunic Boots		add	0
10868	41	B	3	67	Mystic's Tunic Helmet		add	0
10869	435	B	3	83	Mystic's Tunic		add	0
10870	468	B	3	52	Mystic's Tunic Stockings		add	0
10871	2447	B	3	44	Mystic's Tunic Gloves		add	0
10872	2423	B	3	45	Mystic's Tunic Boots		add	0
10873	41	A	4	73	Mystic's Tunic Helmet		add	0
10874	435	A	4	91	Mystic's Tunic		add	0
10875	468	A	4	56	Mystic's Tunic Stockings		add	0
10876	2447	A	4	49	Mystic's Tunic Gloves		add	0
10877	2423	A	4	49	Mystic's Tunic Boots		add	0
10878	41	S	5	83	Mystic's Tunic Helmet		add	0
10879	435	S	5	102	Mystic's Tunic		add	0
10880	468	S	5	64	Mystic's Tunic Stockings		add	0
10881	2447	S	5	55	Mystic's Tunic Gloves		add	0
10882	2423	S	5	55	Mystic's Tunic Boots		add	0
10883	41	D	1	44	Tunic of Knowledge Helmet		add	0
436	436	D	1	52	Tunic of Knowledge		update	0
10884	469	D	1	33	Tunic of Knowledge Stockings		add	0
10885	2447	D	1	29	Tunic of Knowledge Gloves		add	0
10886	2423	D	1	29	Tunic of Knowledge Boots		add	0
10887	41	C	2	58	Tunic of Knowledge Helmet		add	0
10888	436	C	2	74	Tunic of Knowledge		add	0
10889	469	C	2	46	Tunic of Knowledge Stockings		add	0
10890	2447	C	2	39	Tunic of Knowledge Gloves		add	0
10891	2423	C	2	39	Tunic of Knowledge Boots		add	0
10892	41	B	3	67	Tunic of Knowledge Helmet		add	0
10893	436	B	3	83	Tunic of Knowledge		add	0
10894	469	B	3	52	Tunic of Knowledge Stockings		add	0
10895	2447	B	3	44	Tunic of Knowledge Gloves		add	0
10896	2423	B	3	45	Tunic of Knowledge Boots		add	0
10897	41	A	4	73	Tunic of Knowledge Helmet		add	0
10898	436	A	4	91	Tunic of Knowledge		add	0
10899	469	A	4	56	Tunic of Knowledge Stockings		add	0
10900	2447	A	4	49	Tunic of Knowledge Gloves		add	0
10901	2423	A	4	49	Tunic of Knowledge Boots		add	0
10902	41	S	5	83	Tunic of Knowledge Helmet		add	0
10903	436	S	5	102	Tunic of Knowledge		add	0
10904	469	S	5	64	Tunic of Knowledge Stockings		add	0
10905	2447	S	5	55	Tunic of Knowledge Gloves		add	0
10906	2423	S	5	55	Tunic of Knowledge Boots		add	0
10907	41	D	1	44	Mithril Tunic Helmet		add	0
437	437	D	1	52	Mithril Tunic		update	0
10908	470	D	1	33	Mithril Tunic Stockings		add	0
10909	2450	D	1	29	Mithril Tunic Gloves		add	0
10910	2426	D	1	29	Mithril Tunic Boots		add	0
10911	41	C	2	58	Mithril Tunic Helmet		add	0
10912	437	C	2	74	Mithril Tunic		add	0
10913	470	C	2	46	Mithril Tunic Stockings		add	0
10914	2450	C	2	39	Mithril Tunic Gloves		add	0
10915	2426	C	2	39	Mithril Tunic Boots		add	0
10916	41	B	3	67	Mithril Tunic Helmet		add	0
10917	437	B	3	83	Mithril Tunic		add	0
10918	470	B	3	52	Mithril Tunic Stockings		add	0
10919	2450	B	3	44	Mithril Tunic Gloves		add	0
10920	2426	B	3	45	Mithril Tunic Boots		add	0
10921	41	A	4	73	Mithril Tunic Helmet		add	0
10922	437	A	4	91	Mithril Tunic		add	0
10923	470	A	4	56	Mithril Tunic Stockings		add	0
10924	2450	A	4	49	Mithril Tunic Gloves		add	0
10925	2426	A	4	49	Mithril Tunic Boots		add	0
10926	41	S	5	83	Mithril Tunic Helmet		add	0
10927	437	S	5	102	Mithril Tunic		add	0
10928	470	S	5	64	Mithril Tunic Stockings		add	0
10929	2450	S	5	55	Mithril Tunic Gloves		add	0
10930	2426	S	5	55	Mithril Tunic Boots		add	0
10931	41	D	1	44	Sage's Rag Helmet		add	0
438	438	D	1	85	Sage's Rag		update	0
10932	2451	D	1	29	Sage's Rag Gloves		add	0
10933	1125	D	1	29	Sage's Rag Boots		add	0
10934	41	C	2	58	Sage's Rag Helmet		add	0
10935	438	C	2	120	Sage's Rag		add	0
10936	2451	C	2	39	Sage's Rag Gloves		add	0
10937	1125	C	2	39	Sage's Rag Boots		add	0
10938	41	B	3	67	Sage's Rag Helmet		add	0
10939	438	B	3	135	Sage's Rag		add	0
10940	2451	B	3	44	Sage's Rag Gloves		add	0
10941	1125	B	3	45	Sage's Rag Boots		add	0
10942	41	A	4	73	Sage's Rag Helmet		add	0
10943	438	A	4	147	Sage's Rag		add	0
10944	2451	A	4	49	Sage's Rag Gloves		add	0
10945	1125	A	4	49	Sage's Rag Boots		add	0
10946	41	S	5	83	Sage's Rag Helmet		add	0
10947	438	S	5	166	Sage's Rag		add	0
10948	2451	S	5	55	Sage's Rag Gloves		add	0
