# weapongrp models, made by unique_weapongrp_models.ps1 from C:\Users\KRIVOSHEEC\Desktop\1\system\weapongrp.dat.models.bak
# 2651 rows -> 537 looks, 428 of them in the cut down table. Backup of the full table : C:\Users\KRIVOSHEEC\Desktop\1\system\weapongrp.dat.models.bak
# rep_id	members	look	kind
273	273,8980,12657,12658,12659,12660,12661	lineageweapons.composition_bow_m00_wp|lineageweaponstex.composition_bow_t00_wp	weapon
274	274,7824,8584,12662,12663,12664,12665,13615,13616,13617,13618	lineageweapons.strengthening_bow_m00_wp|lineageweaponstex.strengthening_bow_t00_wp	weapon
275	275,12666,12667,12668,12669	lineageweapons.long_bow_m00_wp|lineageweaponstex.long_bow_t00_wp	weapon
276	276,12670,12671,12672,12673	lineageweapons.elven_bow_m00_wp|lineageweaponstex.elven_bow_t00_wp	weapon
277	277,7823,8583,12674,12675,12676,12677,13611,13612,13613,13614	lineageweapons.dark_elven_bow_m00_wp|lineageweaponstex.dark_elven_bow_t00_wp	weapon
278	278,8828,8989,12678,12679,12680,12681	lineageweapons.gastraphetes_m00_wp|lineageweaponstex.gastraphetes_t00_wp	weapon
279	279,12682,12683,12684,12685	lineageweapons.strengthening_long_bow_m00_wp|lineageweaponstex.strengthening_long_bow_t00_wp	weapon
280	280,12686,12687,12688,12689	lineageweapons.cyclone_bow_m00_wp|lineageweaponstex.cyclone_bow_t00_wp	weapon
281	281,12690,12691,12692	lineageweapons.crystallized_ice_bow_m00_wp|lineageweaponstex.crystallized_ice_bow_t00_wp	weapon
282	282,8835,12693,12694,12695	lineageweapons.elemental_bow_m00_wp|lineageweaponstex.elemental_bow_t00_wp	weapon
283	283,8845,8932,8997,12696,12697,12698	lineageweapons.akat_long_bow_m00_wp|lineageweaponstex.akat_long_bow_t00_wp	weapon
284	284,8856,9008,12699,12700	lineageweapons.dark_elven_long_bow_m00_wp|lineageweaponstex.dark_elven_long_bow_t00_wp	weapon
285	285,12701,12702,12703	lineageweapons.noble_elven_bow_m00_wp|lineageweaponstex.noble_elven_bow_t00_wp	weapon
286	286,12704,12705,12706	lineageweapons.eminence_bow_m00_wp|lineageweaponstex.eminence_bow_t00_wp	weapon
287	287,12707,12708	lineageweapons.hazard_bow_m00_wp|lineageweaponstex.hazard_bow_t00_wp	weapon
288	288,8864,9016,12709	lineageweapons.carnium_bow_m00_wp|lineageweaponstex.carnium_bow_t00_wp	weapon
289	289,9027,12710	lineageweapons.soul_bow_m00_wp|lineageweaponstex.soul_bow_t00_wp	weapon
290	290,6368	lineageweapons.shining_bow_m00_wp|lineageweaponstex.shining_bow_t00_wp	weapon
291	291,12711,12712,12713,12714	lineageweapons.trident_m00_wp|lineageweaponstex.trident_t00_wp	weapon
292	292,7831,8591,12715,12716,12717,12718,13643,13644,13645,13646	lineageweapons.pike_m00_wp|lineageweaponstex.pike_t00_wp	weapon
293	293,8829,8990,12719,12720,12721,12722	lineageweapons.war_hammer_m00_wp|lineageweaponstex.war_hammer_t00_wp	weapon
294	294,12723,12724,12725,12726	lineageweapons.hammer_in_flames_m00_wp|lineageweaponstex.hammer_in_flames_t00_wp	weapon
295	295,12727,12728,12729,12730	lineageweapons.dwarven_trident_m00_wp|lineageweaponstex.dwarven_trident_t00_wp	weapon
296	296,12731,12732,12733,12734	lineageweapons.dwarven_pike_m00_wp|lineageweaponstex.dwarven_pike_t00_wp	weapon
297	297,12735,12736,12737,12738	lineageweapons.glaive_m00_wp|lineageweaponstex.glaive_t00_wp	weapon
299	299,12742,12743,12744	lineageweapons.orcish_poleaxe_m00_wp|lineageweaponstex.orcish_poleaxe_t00_wp	weapon
300	300,8858,9010,12745,12746	lineageweapons.great_axe_m00_wp|lineageweaponstex.great_axe_t00_wp	weapon
301	301,12747,12748,12749	lineageweapons.scorpion_m00_wp|lineageweaponstex.scorpion_t00_wp	weapon
302	302,12750,12751,12752	lineageweapons.body_slasher_m00_wp|lineageweaponstex.body_slasher_t00_wp	weapon
303	303,12753,12754,12755	lineageweapons.widow_maker_m00_wp|lineageweaponstex.widow_maker_t00_wp	weapon
304	304,5629,5630,5631,12756,13514,13515,13516	lineageweapons.orcish_halbard_m00_wp|lineageweaponstex.orcish_halbard_t00_wp	weapon
305	305,9028,12757	lineageweapons.tallum_glaive_m00_wp|lineageweaponstex.tallum_glaive_t00_wp	weapon
306	306,6369	lineageweapons.dragon_hunter_axe_m00_wp|lineageweaponstex.dragon_hunter_axe_t00_wp	weapon
307	307,6370	lineageweapons.saint_spear_m00_wp|lineageweaponstex.saint_spear_t00_wp	weapon
308	308,12758,12759,12760,12761,12762	lineageweapons.buffalo_horn_m00_wp|lineageweaponstex.buffalo_horn_t00_wp	weapon
309	309,12763,12764,12765,12766,12767	lineageweapons.tears_of_eva_m00_wp|lineageweaponstex.tears_of_eva_t00_wp	weapon
311	311,8981,12773,12774,12775,12776,12777	lineageweapons.crucifix_of_blessing_m00_wp|lineageweaponstex.crucifix_of_blessing_t00_wp	weapon
312	312,12778,12779,12780,12781	lineageweapons.branch_of_life_m00_wp|lineageweaponstex.branch_of_life_t00_wp	weapon
313	313,12782,12783,12784,12785	lineageweapons.temptation_of_abyss_m00_wp|lineageweaponstex.temptation_of_abyss_t00_wp	weapon
314	314,12786,12787,12788,12789	lineageweapons.proof_of_revenge_m00_wp|lineageweaponstex.proof_of_revenge_t00_wp	weapon
315	315,7827,8587,12790,12791,12792,12793,13627,13628,13629,13630	lineageweapons.divine_tome_m00_wp|lineageweaponstex.divine_tome_t00_wp	weapon
316	316,12794,12795,12796,12797	lineageweapons.blood_of_saints_m00_wp|lineageweaponstex.blood_of_saints_t00_wp	weapon
317	317,12798,12799,12800,12801	lineageweapons.tome_of_blood_m00_wp|lineageweaponstex.tome_of_blood_t00_wp	weapon
318	318,12802,12803,12804,12805	lineageweapons.crucifix_of_blood_m00_wp|lineageweaponstex.crucifix_of_blood_t00_wp	weapon
321	321,12814,12815,12816,12817	lineageweapons.demon_fangs_m00_wp|lineageweaponstex.demon_fangs_t00_wp	weapon
325	325,12829,12830,12831	lineageweapons.horn_of_glory_m00_wp|lineageweaponstex.horn_of_glory_t00_wp	weapon
326	326,12832,12833,12834	lineageweapons.heathens_book_m00_wp|lineageweaponstex.heathens_book_t00_wp	weapon
625	625,9036	lineageweapons.bone_shield_m00_sh|lineageweaponstex.bone_shield_t00_sh|lineageweaponstex.bone_shield_t01_sh	shield
626	626	lineageweapons.bronze_shield_m00_sh|lineageweaponstex.bronze_shield_t00_sh|lineageweaponstex.round_shield_t01_sh	shield
627	627	lineageweapons.aspis_m00_sh|lineageweaponstex.aspis_t00_sh|lineageweaponstex.aspis_t01_sh	shield
628	628,4222,9044	lineageweapons.hoplon_m00_sh|lineageweaponstex.hoplon_t00_sh|lineageweaponstex.kite_shield_t01_sh	shield
629	629	lineageweapons.kite_shield_m00_sh|lineageweaponstex.kite_shield_t00_sh|lineageweaponstex.kite_shield_t01_sh	shield
630	630	lineageweapons.square_shield_m00_sh|lineageweaponstex.square_shield_t00_sh|lineageweaponstex.square_shield_t01_sh	shield
631	631	lineageweapons.eldarake_m00_sh|lineageweaponstex.eldarake_t00_sh|lineageweaponstex.eldarake_t01_sh	shield
632	632,645,648,649,652,656,661,665,671,672,674	lineageweapons.knight_shield_m00_sh|lineageweaponstex.knight_shield_t00_sh|lineageweaponstex.knight_shield_t01_sh	shield
633	633,9070	lineageweapons.composite_shield_m00_sh|lineageweaponstex.shrnoens_shield_t00_sh|lineageweaponstex.composite_shield_t01_sh	shield
634	634,2498,5315,9129	lineageweapons.shield_of_nightmare_m00_sh|lineageweaponstex.shield_of_nightmare_t00_sh|lineageweaponstex.shield_of_nightmare_t01_sh	shield
638	638	lineageweapons.glorious_shield_m00_sh|lineageweaponstex.glorious_shield_t00_sh|lineageweaponstex.glorious_shield_t01_sh	shield
641	641,5292,9084	lineageweapons.dark_crystal_shield_m00_sh|lineageweaponstex.dark_crystal_shield_t00_sh|lineageweaponstex.dark_crystal_shield_t01_sh	shield
642	642,643,657	lineageweapons.shield_of_victory_m00_sh|lineageweaponstex.shield_of_victory_t00_sh|lineageweaponstex.buckler_t01_sh	shield
644	644,647,650	lineageweapons.shield_of_grace_m00_sh|lineageweaponstex.shield_of_grace_t00_sh|lineageweaponstex.composite_shield_t01_sh	shield
646	646,651,662,667,670	lineageweapons.shield_of_assistance_m00_sh|lineageweaponstex.shield_of_assistance_t00_sh|lineageweaponstex.composite_shield_t01_sh	shield
655	655	lineageweapons.sages_shield_m00_sh|lineageweaponstex.sages_shield_t00_sh|lineageweaponstex.buckler_t01_sh	shield
673	673	lineageweapons.avadon_shield_m00_sh|lineageweaponstex.avadon_shield_t00_sh|lineageweaponstex.kite_shield_t01_sh	shield
945	945	lineageweapons.skeleton_buckler_m00_sh|lineageweaponstex.skeleton_buckler_t00_sh|lineageweaponstex.skeleton_buckler_t01_sh	shield
946	946,12905,12906,12907,12908,12909	lineageweapons.dagger_m00_wp|lineageweaponstex.skeleton_sword_t00_wp	weapon
981	981,1333,3027,12915,12916,12917,12918,12919,13010,13011,13012,13013,13014,13410,13411,13412,13413,13414	lineageweapons.brandish_m00_wp|lineageweaponstex.brandish_t00_wp	weapon
1299	1299,12965,12966,12967,12968,12969	lineageweapons.sword_of_delusion_m00_wp|lineageweapons.sword_of_magic_m00_wp|lineageweaponstex.sword_of_delusion_t00_wp|lineageweaponstex.sword_of_magic_t00_wp	weapon
1328	1328	lineageweapons.leather_shield_m00_sh|lineageweaponstex.leather_shield_t00_sh|lineageweaponstex.leather_shield_t01_sh	shield
1331	1331	lineageweapons.round_shield_m00_sh|lineageweaponstex.round_shield_t00_sh|lineageweaponstex.buckler_t01_sh	shield
1376	1376,13015,13016,13017,13018	lineageweapons.guard_spear_m00_wp|lineageweaponstex.guard_spear_t00_wp	weapon
1471	1471,13019,13020,13021,13022	lineageweapons.silenos_blowgun_m00_wp|lineageweaponstex.silenos_blowgun_t00_wp	monster
1472	1472,13023,13024,13025,13026	lineageweapons.death_knight_blader_m00_wp|lineageweaponstex.death_knight_blader_t00_wp	monster
2368	2368,13041,13042,13043,13044,13045	lineageweapons.training_gloves_m00_wp|lineageweapons.training_gloves_m00_wp|lineageweaponstex.training_gloves_t00_wp|lineageweaponstex.training_gloves_t00_wp	weapon
2369	2369,13046,13047,13048,13049,13050	lineageweapons.squires_sword_m00_wp|lineageweaponstex.squires_sword_t00_wp	weapon
2493	2493	lineageweapons.dark_crystal_shield_m00_sh|lineageweaponstex.brigandine_shield_t00_sh|lineageweaponstex.brigandine_shield_t01_sh	shield
2494	2494	lineageweapons.plate_shield_m00_sh|lineageweaponstex.plate_shield_t00_sh|lineageweaponstex.plate_shield_t01_sh	shield
2495	2495	lineageweapons.chain_shield_m00_sh|lineageweaponstex.chain_shield_t00_sh|lineageweaponstex.kite_shield_t01_sh	shield
2496	2496,4223	lineageweapons.dwarven_chain_shield_m00_sh|lineageweaponstex.dwarven_chain_shield_t00_sh|lineageweaponstex.small_shield_t01_sh	shield
2497	2497	lineageweapons.full_plate_shield_m00_sh|lineageweaponstex.full_plate_shield_t00_sh|lineageweaponstex.full_plate_shield_t01_sh	shield
2499	2499,13076,13077,13078,13079	lineageweapons.elven_long_sword_m00_wp|lineageweaponstex.elven_long_sword_t00_wp	weapon
2500	2500,9029,13080	lineageweapons.dark_legions_edge_m00_wp|lineageweaponstex.dark_legions_edge_t00_wp	weapon
2502	2502,8836,13086,13087,13088	lineageweapons.dwarven_warhammer_m00_wp|lineageweaponstex.dwarven_warhammer_t00_wp	weapon
2503	2503,13089,13090,13091	lineageweapons.yaksa_mace_m00_wp|lineageweaponstex.yaksa_mace_t00_wp	weapon
2504	2504,8866,9018,13092	lineageweapons.meteor_shower_m00_wp|lineageweaponstex.meteor_shower_t00_wp	weapon
2505	2505,3439,3902,3903,3904,3905,3906,3907,3908,3909,3910,3911,3919,3920,3921,3922,3923,3924,3925,4237,4238,5176,5177,5178,5179,5180,5181,5187,5188,5189,5190,5191,5217	dropitems.drop_sack_m00|dropitemstex.drop_sack_t00	weapon
2507	2507	lineageweapons.lizardspear_m00_wp|lineageweaponstex.lizardspear_t00_wp	weapon
2525	2525,13127,13128,13129,13130	lineageweapons.bastard_sword_m00_wp|lineageweapons.bastard_sword_m00_wp|lineageweaponstex.bastard_sword_t00_wp|lineageweaponstex.bastard_sword_t00_wp	weapon
2526	2526,13131,13132,13133,13134	lineageweapons.bastard_sword_m00_wp|lineageweapons.spinebone_sword_m00_wp|lineageweaponstex.bastard_sword_t00_wp|lineageweaponstex.spinebone_sword_t00_wp	weapon
2527	2527,13135,13136,13137,13138	lineageweapons.bastard_sword_m00_wp|lineageweapons.artisans_sword_m00_wp|lineageweaponstex.bastard_sword_t00_wp|lineageweaponstex.artisans_sword_t00_wp	weapon
2528	2528,13139,13140,13141,13142	lineageweapons.bastard_sword_m00_wp|lineageweapons.knights_sword_m00_wp|lineageweaponstex.bastard_sword_t00_wp|lineageweaponstex.knights_sword_t00_wp	weapon
2530	2530,13147,13148,13149,13150	lineageweapons.bastard_sword_m00_wp|lineageweapons.elven_sword_m00_wp|lineageweaponstex.bastard_sword_t00_wp|lineageweaponstex.elven_sword_t00_wp	weapon
2531	2531,13151,13152,13153	lineageweapons.bastard_sword_m00_wp|lineageweapons.sword_of_revolution_m00_wp|lineageweaponstex.bastard_sword_t00_wp|lineageweaponstex.sword_of_revolution_t00_wp	weapon
2532	2532,13154,13155,13156	lineageweapons.bastard_sword_m00_wp|lineageweapons.elven_long_sword_m00_wp|lineageweaponstex.bastard_sword_t00_wp|lineageweaponstex.elven_long_sword_t00_wp	weapon
2533	2533,13157,13158,13159,13160	lineageweapons.spinebone_sword_m00_wp|lineageweapons.spinebone_sword_m00_wp|lineageweaponstex.spinebone_sword_t00_wp|lineageweaponstex.spinebone_sword_t00_wp	weapon
2534	2534,13161,13162,13163,13164	lineageweapons.spinebone_sword_m00_wp|lineageweapons.artisans_sword_m00_wp|lineageweaponstex.spinebone_sword_t00_wp|lineageweaponstex.artisans_sword_t00_wp	weapon
2535	2535,13165,13166,13167,13168	lineageweapons.spinebone_sword_m00_wp|lineageweapons.knights_sword_m00_wp|lineageweaponstex.spinebone_sword_t00_wp|lineageweaponstex.knights_sword_t00_wp	weapon
2537	2537,13173,13174,13175,13176	lineageweapons.spinebone_sword_m00_wp|lineageweapons.elven_sword_m00_wp|lineageweaponstex.spinebone_sword_t00_wp|lineageweaponstex.elven_sword_t00_wp	weapon
2538	2538,13177,13178,13179	lineageweapons.spinebone_sword_m00_wp|lineageweapons.sword_of_revolution_m00_wp|lineageweaponstex.spinebone_sword_t00_wp|lineageweaponstex.sword_of_revolution_t00_wp	weapon
2539	2539,13180,13181,13182	lineageweapons.spinebone_sword_m00_wp|lineageweapons.elven_long_sword_m00_wp|lineageweaponstex.spinebone_sword_t00_wp|lineageweaponstex.elven_long_sword_t00_wp	weapon
2540	2540,13183,13184,13185,13186	lineageweapons.artisans_sword_m00_wp|lineageweapons.artisans_sword_m00_wp|lineageweaponstex.artisans_sword_t00_wp|lineageweaponstex.artisans_sword_t00_wp	weapon
2541	2541,13187,13188,13189,13190	lineageweapons.artisans_sword_m00_wp|lineageweapons.knights_sword_m00_wp|lineageweaponstex.artisans_sword_t00_wp|lineageweaponstex.knights_sword_t00_wp	weapon
2543	2543,13195,13196,13197,13198	lineageweapons.artisans_sword_m00_wp|lineageweapons.elven_sword_m00_wp|lineageweaponstex.artisans_sword_t00_wp|lineageweaponstex.elven_sword_t00_wp	weapon
2544	2544,13199,13200,13201	lineageweapons.artisans_sword_m00_wp|lineageweapons.sword_of_revolution_m00_wp|lineageweaponstex.artisans_sword_t00_wp|lineageweaponstex.sword_of_revolution_t00_wp	weapon
2545	2545,13202,13203,13204	lineageweapons.artisans_sword_m00_wp|lineageweapons.elven_long_sword_m00_wp|lineageweaponstex.artisans_sword_t00_wp|lineageweaponstex.elven_long_sword_t00_wp	weapon
2546	2546,13205,13206,13207,13208	lineageweapons.knights_sword_m00_wp|lineageweapons.knights_sword_m00_wp|lineageweaponstex.knights_sword_t00_wp|lineageweaponstex.knights_sword_t00_wp	weapon
2548	2548,13213,13214,13215,13216	lineageweapons.knights_sword_m00_wp|lineageweapons.elven_sword_m00_wp|lineageweaponstex.knights_sword_t00_wp|lineageweaponstex.elven_sword_t00_wp	weapon
2549	2549,13217,13218,13219	lineageweapons.knights_sword_m00_wp|lineageweapons.sword_of_revolution_m00_wp|lineageweaponstex.knights_sword_t00_wp|lineageweaponstex.sword_of_revolution_t00_wp	weapon
2550	2550,13220,13221,13222	lineageweapons.knights_sword_m00_wp|lineageweapons.elven_long_sword_m00_wp|lineageweaponstex.knights_sword_t00_wp|lineageweaponstex.elven_long_sword_t00_wp	weapon
2555	2555,13235,13236,13237	lineageweapons.elven_sword_m00_wp|lineageweapons.elven_sword_m00_wp|lineageweaponstex.elven_sword_t00_wp|lineageweaponstex.elven_sword_t00_wp	weapon
2556	2556,13238,13239,13240	lineageweapons.elven_sword_m00_wp|lineageweapons.sword_of_revolution_m00_wp|lineageweaponstex.elven_sword_t00_wp|lineageweaponstex.sword_of_revolution_t00_wp	weapon
2557	2557,13241,13242,13243	lineageweapons.elven_sword_m00_wp|lineageweapons.elven_long_sword_m00_wp|lineageweaponstex.elven_sword_t00_wp|lineageweaponstex.elven_long_sword_t00_wp	weapon
2558	2558,8837,13244,13245,13246	lineageweapons.sword_of_revolution_m00_wp|lineageweapons.sword_of_revolution_m00_wp|lineageweaponstex.sword_of_revolution_t00_wp|lineageweaponstex.sword_of_revolution_t00_wp	weapon
2559	2559,13247,13248,13249	lineageweapons.sword_of_revolution_m00_wp|lineageweapons.elven_long_sword_m00_wp|lineageweaponstex.sword_of_revolution_t00_wp|lineageweaponstex.elven_long_sword_t00_wp	weapon
2560	2560,13250,13251,13252	lineageweapons.elven_long_sword_m00_wp|lineageweapons.elven_long_sword_m00_wp|lineageweaponstex.elven_long_sword_t00_wp|lineageweaponstex.elven_long_sword_t00_wp	weapon
2561	2561,8848,8937,9000,13253,13254,13255	lineageweapons.stormbringer_m00_wp|lineageweapons.stormbringer_m00_wp|lineageweaponstex.stormbringer_t00_wp|lineageweaponstex.stormbringer_t00_wp	weapon
2564	2564,13262,13263,13264	lineageweapons.stormbringer_m00_wp|lineageweapons.spirits_sword_m00_wp|lineageweaponstex.stormbringer_t00_wp|lineageweaponstex.spirits_sword_t00_wp	weapon
2565	2565,13265,13266,13267	lineageweapons.stormbringer_m00_wp|lineageweapons.raid_sword_m00_wp|lineageweaponstex.stormbringer_t00_wp|lineageweaponstex.raid_sword_t00_wp	weapon
2566	2566,13268,13269	lineageweapons.stormbringer_m00_wp|lineageweapons.caliburs_m00_wp|lineageweaponstex.stormbringer_t00_wp|lineageweaponstex.caliburs_t00_wp	weapon
2567	2567,13270,13271	lineageweapons.stormbringer_m00_wp|lineageweapons.sword_of_limit_m00_wp|lineageweaponstex.stormbringer_t00_wp|lineageweaponstex.sword_of_limit_t00_wp	weapon
2569	2569,13274,13275	lineageweapons.stormbringer_m00_wp|lineageweapons.sword_of_nightmare_m00_wp|lineageweaponstex.stormbringer_t00_wp|lineageweaponstex.sword_of_nightmare_t00_wp	weapon
2570	2570,13276,13277	lineageweapons.stormbringer_m00_wp|lineageweapons.tsurugi_m00_wp|lineageweaponstex.stormbringer_t00_wp|lineageweaponstex.tsurugi_t00_wp	weapon
2571	2571,13278,13279	lineageweapons.stormbringer_m00_wp|lineageweapons.samurai_longsword_m00_wp|lineageweaponstex.stormbringer_t00_wp|lineageweaponstex.samurai_longsword_t00_wp	weapon
2591	2591,13325,13326,13327	lineageweapons.spirits_sword_m00_wp|lineageweapons.spirits_sword_m00_wp|lineageweaponstex.spirits_sword_t00_wp|lineageweaponstex.spirits_sword_t00_wp	weapon
2592	2592,13328,13329,13330	lineageweapons.spirits_sword_m00_wp|lineageweapons.raid_sword_m00_wp|lineageweaponstex.spirits_sword_t00_wp|lineageweaponstex.raid_sword_t00_wp	weapon
2593	2593,13331,13332	lineageweapons.spirits_sword_m00_wp|lineageweapons.caliburs_m00_wp|lineageweaponstex.spirits_sword_t00_wp|lineageweaponstex.caliburs_t00_wp	weapon
2594	2594,13333,13334	lineageweapons.spirits_sword_m00_wp|lineageweapons.sword_of_limit_m00_wp|lineageweaponstex.spirits_sword_t00_wp|lineageweaponstex.sword_of_limit_t00_wp	weapon
2596	2596,13337,13338	lineageweapons.spirits_sword_m00_wp|lineageweapons.sword_of_nightmare_m00_wp|lineageweaponstex.spirits_sword_t00_wp|lineageweaponstex.sword_of_nightmare_t00_wp	weapon
2597	2597,13339,13340	lineageweapons.spirits_sword_m00_wp|lineageweapons.tsurugi_m00_wp|lineageweaponstex.spirits_sword_t00_wp|lineageweaponstex.tsurugi_t00_wp	weapon
2598	2598,13341,13342	lineageweapons.spirits_sword_m00_wp|lineageweapons.samurai_longsword_m00_wp|lineageweaponstex.spirits_sword_t00_wp|lineageweaponstex.samurai_longsword_t00_wp	weapon
2599	2599,13343,13344,13345	lineageweapons.raid_sword_m00_wp|lineageweapons.raid_sword_m00_wp|lineageweaponstex.raid_sword_t00_wp|lineageweaponstex.raid_sword_t00_wp	weapon
2600	2600,13346,13347	lineageweapons.raid_sword_m00_wp|lineageweapons.caliburs_m00_wp|lineageweaponstex.raid_sword_t00_wp|lineageweaponstex.caliburs_t00_wp	weapon
2601	2601,13348,13349	lineageweapons.raid_sword_m00_wp|lineageweapons.sword_of_limit_m00_wp|lineageweaponstex.raid_sword_t00_wp|lineageweaponstex.sword_of_limit_t00_wp	weapon
2603	2603,13352,13353	lineageweapons.raid_sword_m00_wp|lineageweapons.sword_of_nightmare_m00_wp|lineageweaponstex.raid_sword_t00_wp|lineageweaponstex.sword_of_nightmare_t00_wp	weapon
2604	2604,13354,13355	lineageweapons.raid_sword_m00_wp|lineageweapons.tsurugi_m00_wp|lineageweaponstex.raid_sword_t00_wp|lineageweaponstex.tsurugi_t00_wp	weapon
2605	2605,13356,13357	lineageweapons.raid_sword_m00_wp|lineageweapons.samurai_longsword_m00_wp|lineageweaponstex.raid_sword_t00_wp|lineageweaponstex.samurai_longsword_t00_wp	weapon
2606	2606,13358,13359	lineageweapons.caliburs_m00_wp|lineageweapons.caliburs_m00_wp|lineageweaponstex.caliburs_t00_wp|lineageweaponstex.caliburs_t00_wp	weapon
2607	2607,13360,13361	lineageweapons.caliburs_m00_wp|lineageweapons.sword_of_limit_m00_wp|lineageweaponstex.caliburs_t00_wp|lineageweaponstex.sword_of_limit_t00_wp	weapon
2609	2609,13364,13365	lineageweapons.caliburs_m00_wp|lineageweapons.sword_of_nightmare_m00_wp|lineageweaponstex.caliburs_t00_wp|lineageweaponstex.sword_of_nightmare_t00_wp	weapon
2610	2610,13366,13367	lineageweapons.caliburs_m00_wp|lineageweapons.tsurugi_m00_wp|lineageweaponstex.caliburs_t00_wp|lineageweaponstex.tsurugi_t00_wp	weapon
2611	2611,13368,13369	lineageweapons.caliburs_m00_wp|lineageweapons.samurai_longsword_m00_wp|lineageweaponstex.caliburs_t00_wp|lineageweaponstex.samurai_longsword_t00_wp	weapon
2612	2612,13370,13371	lineageweapons.sword_of_limit_m00_wp|lineageweapons.sword_of_limit_m00_wp|lineageweaponstex.sword_of_limit_t00_wp|lineageweaponstex.sword_of_limit_t00_wp	weapon
2614	2614,13374,13375	lineageweapons.sword_of_limit_m00_wp|lineageweapons.sword_of_nightmare_m00_wp|lineageweaponstex.sword_of_limit_t00_wp|lineageweaponstex.sword_of_nightmare_t00_wp	weapon
2615	2615,13376,13377	lineageweapons.sword_of_limit_m00_wp|lineageweapons.tsurugi_m00_wp|lineageweaponstex.sword_of_limit_t00_wp|lineageweaponstex.tsurugi_t00_wp	weapon
2616	2616,13378,13379	lineageweapons.sword_of_limit_m00_wp|lineageweapons.samurai_longsword_m00_wp|lineageweaponstex.sword_of_limit_t00_wp|lineageweaponstex.samurai_longsword_t00_wp	weapon
8857	8857,9009,13380,13381	lineageweapons.sword_of_delusion_m00_wp|lineageweapons.sword_of_delusion_m00_wp|lineageweaponstex.sword_of_delusion_t00_wp|lineageweaponstex.sword_of_delusion_t00_wp	weapon
2621	2621,13388,13389	lineageweapons.sword_of_nightmare_m00_wp|lineageweapons.sword_of_nightmare_m00_wp|lineageweaponstex.sword_of_nightmare_t00_wp|lineageweaponstex.sword_of_nightmare_t00_wp	weapon
2622	2622,13390,13391	lineageweapons.sword_of_nightmare_m00_wp|lineageweapons.tsurugi_m00_wp|lineageweaponstex.sword_of_nightmare_t00_wp|lineageweaponstex.tsurugi_t00_wp	weapon
2623	2623,13392,13393	lineageweapons.sword_of_nightmare_m00_wp|lineageweapons.samurai_longsword_m00_wp|lineageweaponstex.sword_of_nightmare_t00_wp|lineageweaponstex.samurai_longsword_t00_wp	weapon
2624	2624,13394,13395	lineageweapons.tsurugi_m00_wp|lineageweapons.tsurugi_m00_wp|lineageweaponstex.tsurugi_t00_wp|lineageweaponstex.tsurugi_t00_wp	weapon
2625	2625,13396,13397	lineageweapons.tsurugi_m00_wp|lineageweapons.samurai_longsword_m00_wp|lineageweaponstex.tsurugi_t00_wp|lineageweaponstex.samurai_longsword_t00_wp	weapon
2626	2626,13398,13399	lineageweapons.samurai_longsword_m00_wp|lineageweapons.samurai_longsword_m00_wp|lineageweaponstex.samurai_longsword_t00_wp|lineageweaponstex.samurai_longsword_t00_wp	weapon
3937	3937,13430,13431,13432,13433	lineageweapons.giant_bar_m00_wp|lineageweaponstex.giant_bar_t00_wp	monster
3938	3938,13434,13435,13436,13437	lineageweapons.giant_rod_m00_wp|lineageweaponstex.giant_rod_t00_wp	monster
3939	3939,13438,13439,13440,13441	lineageweapons.ladys_fan_m00_wp|lineageweaponstex.ladys_fan_t00_wp	monster
4027	4027,13442,13443,13444,13445,13446	lineageweapons.flower_m00	weapon
4028	4028	id:4028	monster
4202	4202,13451,13452,13453,13454,13455	lineageweapons.chrono_cithara_m00_wp|lineageweaponstex.chrono_cithara_t00_wp	weapon
4233	4233,8838,13456,13457,13458	lineageweapons.knuckle_dust_m00_wp|lineageweapons.knuckle_dust_m00_wp|lineageweaponstex.knuckle_dust_t00_wp|lineageweaponstex.knuckle_dust_t00_wp	weapon
5127	5127,13472,13473,13474,13475	lineageweapons.dailaon_knife_m00_wp|lineageweaponstex.dailaon_knife_t00_wp	monster
5128	5128,13476,13477,13478,13479	lineageweapons.crokian_blade_m00_wp|lineageweaponstex.crokian_blade_t00_wp	monster
5129	5129,13480,13481,13482,13483	lineageweapons.doll_knife_m00_wp|lineageweapons.doll_knife_m00_wp|lineageweaponstex.doll_knife_t00_wp|lineageweaponstex.doll_knife_t00_wp	monster
5130	5130,13484,13485,13486,13487	lineageweapons.nos_sword_m00_wp|lineageweaponstex.nos_sword_t00_wp	monster
5131	5131,13488,13489,13490,13491	lineageweapons.parhit_staff_m00_wp|lineageweaponstex.parhit_staff_t00_wp	monster
5132	5132,13492,13493,13494,13495	lineageweapons.wgiant_spear_m00_wp|lineageweaponstex.wgiant_spear_t00_wp	monster
5133	5133,13496,13497,13498,13499,13500	lineageweapons.chrono_tambourine_m00_wp|lineageweapons.chrono_tambourine_m00_wp|lineageweaponstex.chrono_tambourine_t00_wp|lineageweaponstex.chrono_tambourine_t00_wp	weapon
5233	5233,5704,8865,9017,13501,13517	lineageweapons.kshanberk_m00_wp|lineageweapons.kshanberk_m00_wp|lineageweaponstex.kshanberk_t00_wp|lineageweaponstex.kshanberk_t00_wp	weapon
5284	5284,13502,13503,13504,13505,13506	lineageweapons.zweihander_m00_wp|lineageweaponstex.zweihander_t00_wp	weapon
