id	donor	grade	gradeIdx	pAtk	mAtk	class	glow	name
207	207	B	3			BIGBLUNT_M	005t	Staff of Phantom
12321	207	A	4	245	161	BIGBLUNT_M	005t	Staff of Phantom
12322	207	S	5	290	182	BIGBLUNT_M	005t	Staff of Phantom
210	210	B	3			BIGBLUNT_M	005t	Staff of Evil Spirits
12323	210	A	4	245	161	BIGBLUNT_M	005t	Staff of Evil Spirits
12324	210	S	5	290	182	BIGBLUNT_M	005t	Staff of Evil Spirits
212	212	A	4			BIGBLUNT_M	005t	Dasparion's Staff
12325	212	S	5	290	182	BIGBLUNT_M	005t	Dasparion's Staff
213	213	A	4			BIGBLUNT_M	005t	Branch of The Mother Tree
12326	213	S	5	290	182	BIGBLUNT_M	005t	Branch of The Mother Tree
215	215	NG	0			DAGGER_P	002t	Doom Dagger
216	216	NG	0			DAGGER_P	002t	Dirk
217	217	NG	0			DAGGER_P	002t	Shining Knife
218	218	NG	0			DAGGER_P	002t	Throwing Knife
219	219	NG	0			DAGGER_P	002t	Sword Breaker
220	220	D	1			DAGGER_P	002t	Crafted Dagger
12327	220	C	2	136	83	DAGGER_P	002t	Crafted Dagger
12328	220	B	3	170	99	DAGGER_P	002t	Crafted Dagger
12329	220	A	4	220	121	DAGGER_P	002t	Crafted Dagger
12330	220	S	5	260	137	DAGGER_P	002t	Crafted Dagger
221	221	D	1			DAGGER_P	002t	Assassin Knife
12331	221	C	2	136	83	DAGGER_P	002t	Assassin Knife
12332	221	B	3	170	99	DAGGER_P	002t	Assassin Knife
12333	221	A	4	220	121	DAGGER_P	002t	Assassin Knife
12334	221	S	5	260	137	DAGGER_P	002t	Assassin Knife
222	222	D	1			DAGGER_P	002t	Poniard Dagger
12335	222	C	2	136	83	DAGGER_P	002t	Poniard Dagger
12336	222	B	3	170	99	DAGGER_P	002t	Poniard Dagger
12337	222	A	4	220	121	DAGGER_P	002t	Poniard Dagger
12338	222	S	5	260	137	DAGGER_P	002t	Poniard Dagger
223	223	D	1			DAGGER_P	002t	Kukuri
12339	223	C	2	136	83	DAGGER_P	002t	Kukuri
12340	223	B	3	170	99	DAGGER_P	002t	Kukuri
12341	223	A	4	220	121	DAGGER_P	002t	Kukuri
12342	223	S	5	260	137	DAGGER_P	002t	Kukuri
224	224	D	1			DAGGER_P	002t	Maingauche
12343	224	C	2	136	83	DAGGER_P	002t	Maingauche
12344	224	B	3	170	99	DAGGER_P	002t	Maingauche
12345	224	A	4	220	121	DAGGER_P	002t	Maingauche
12346	224	S	5	260	137	DAGGER_P	002t	Maingauche
225	225	D	1			DAGGER_P	002t	Mithril Dagger
12347	225	C	2	136	83	DAGGER_P	002t	Mithril Dagger
12348	225	B	3	170	99	DAGGER_P	002t	Mithril Dagger
12349	225	A	4	220	121	DAGGER_P	002t	Mithril Dagger
12350	225	S	5	260	137	DAGGER_P	002t	Mithril Dagger
226	226	C	2			DAGGER_P	002t	Cursed Dagger
12351	226	B	3	170	99	DAGGER_P	002t	Cursed Dagger
12352	226	A	4	220	121	DAGGER_P	002t	Cursed Dagger
12353	226	S	5	260	137	DAGGER_P	002t	Cursed Dagger
227	227	C	2			DAGGER_P	002t	Stiletto
12354	227	B	3	170	99	DAGGER_P	002t	Stiletto
12355	227	A	4	220	121	DAGGER_P	002t	Stiletto
12356	227	S	5	260	137	DAGGER_P	002t	Stiletto
228	228	C	2			DAGGER_P	002t	Crystal Dagger
12357	228	B	3	170	99	DAGGER_P	002t	Crystal Dagger
12358	228	A	4	220	121	DAGGER_P	002t	Crystal Dagger
12359	228	S	5	260	137	DAGGER_P	002t	Crystal Dagger
229	229	B	3			DAGGER_P	002t	Kris
12360	229	A	4	220	121	DAGGER_P	002t	Kris
12361	229	S	5	260	137	DAGGER_P	002t	Kris
230	230	C	2			DAGGER_P	002t	Wolverine Needle
12362	230	B	3	170	99	DAGGER_P	002t	Wolverine Needle
12363	230	A	4	220	121	DAGGER_P	002t	Wolverine Needle
12364	230	S	5	260	137	DAGGER_P	002t	Wolverine Needle
231	231	C	2			DAGGER_P	002t	Grace Dagger
12365	231	B	3	170	99	DAGGER_P	002t	Grace Dagger
12366	231	A	4	220	121	DAGGER_P	002t	Grace Dagger
12367	231	S	5	260	137	DAGGER_P	002t	Grace Dagger
232	232	C	2			DAGGER_P	002t	Dark Elven Dagger
12368	232	B	3	170	99	DAGGER_P	002t	Dark Elven Dagger
12369	232	A	4	220	121	DAGGER_P	002t	Dark Elven Dagger
12370	232	S	5	260	137	DAGGER_P	002t	Dark Elven Dagger
233	233	C	2			DAGGER_P	002t	Dark Screamer
12371	233	B	3	170	99	DAGGER_P	002t	Dark Screamer
12372	233	A	4	220	121	DAGGER_P	002t	Dark Screamer
12373	233	S	5	260	137	DAGGER_P	002t	Dark Screamer
234	234	B	3			DAGGER_P	002t	Demon Dagger
12374	234	A	4	220	121	DAGGER_P	002t	Demon Dagger
12375	234	S	5	260	137	DAGGER_P	002t	Demon Dagger
235	235	A	4			DAGGER_P	002t	Bloody Orchid
12376	235	S	5	260	137	DAGGER_P	002t	Bloody Orchid
236	236	A	4			DAGGER_P	002t	Soul Separator
12377	236	S	5	260	137	DAGGER_P	002t	Soul Separator
238	238	D	1			DAGGER_M	002t	Dagger of Mana
12378	238	C	2	125	111	DAGGER_M	002t	Dagger of Mana
12379	238	B	3	155	132	DAGGER_M	002t	Dagger of Mana
12380	238	A	4	202	161	DAGGER_M	002t	Dagger of Mana
12381	238	S	5	238	182	DAGGER_M	002t	Dagger of Mana
239	239	D	1			DAGGER_M	002t	Mystic Knife
12382	239	C	2	125	111	DAGGER_M	002t	Mystic Knife
12383	239	B	3	155	132	DAGGER_M	002t	Mystic Knife
12384	239	A	4	202	161	DAGGER_M	002t	Mystic Knife
12385	239	S	5	238	182	DAGGER_M	002t	Mystic Knife
241	241	D	1			DAGGER_M	002t	Shilen Knife
12386	241	C	2	125	111	DAGGER_M	002t	Shilen Knife
12387	241	B	3	155	132	DAGGER_M	002t	Shilen Knife
12388	241	A	4	202	161	DAGGER_M	002t	Shilen Knife
12389	241	S	5	238	182	DAGGER_M	002t	Shilen Knife
242	242	C	2			DAGGER_M	002t	Soulfire Dirk
12390	242	B	3	155	132	DAGGER_M	002t	Soulfire Dirk
12391	242	A	4	202	161	DAGGER_M	002t	Soulfire Dirk
12392	242	S	5	238	182	DAGGER_M	002t	Soulfire Dirk
243	243	B	3			DAGGER_M	002t	Hell Knife
12393	243	A	4	202	161	DAGGER_M	002t	Hell Knife
12394	243	S	5	238	182	DAGGER_M	002t	Hell Knife
253	253	NG	0			DUALFIST	001t	Spiked Gloves
254	254	NG	0			DUALFIST	001t	Iron Gloves
255	255	NG	0			DUALFIST	001t	Fox Claw Gloves
257	257	NG	0			DUALFIST	001t	Viper's Fang
258	258	D	1			DUALFIST	001t	Bagh-Nakh
12395	258	C	2	190	83	DUALFIST	001t	Bagh-Nakh
12396	258	B	3	236	99	DUALFIST	001t	Bagh-Nakh
12397	258	A	4	305	121	DUALFIST	001t	Bagh-Nakh
12398	258	S	5	361	137	DUALFIST	001t	Bagh-Nakh
259	259	D	1			DUALFIST	001t	Single-Edged Jamadhr
12399	259	C	2	190	83	DUALFIST	001t	Single-Edged Jamadhr
12400	259	B	3	236	99	DUALFIST	001t	Single-Edged Jamadhr
12401	259	A	4	305	121	DUALFIST	001t	Single-Edged Jamadhr
12402	259	S	5	361	137	DUALFIST	001t	Single-Edged Jamadhr
260	260	D	1			DUALFIST	001t	Triple-Edged Jamadhr
12403	260	C	2	190	83	DUALFIST	001t	Triple-Edged Jamadhr
12404	260	B	3	236	99	DUALFIST	001t	Triple-Edged Jamadhr
12405	260	A	4	305	121	DUALFIST	001t	Triple-Edged Jamadhr
12406	260	S	5	361	137	DUALFIST	001t	Triple-Edged Jamadhr
261	261	D	1			DUALFIST	001t	Bich'Hwa
12407	261	C	2	190	83	DUALFIST	001t	Bich'Hwa
12408	261	B	3	236	99	DUALFIST	001t	Bich'Hwa
12409	261	A	4	305	121	DUALFIST	001t	Bich'Hwa
12410	261	S	5	361	137	DUALFIST	001t	Bich'Hwa
262	262	D	1			DUALFIST	001t	Scallop Jamadhr
12411	262	C	2	190	83	DUALFIST	001t	Scallop Jamadhr
12412	262	B	3	236	99	DUALFIST	001t	Scallop Jamadhr
12413	262	A	4	305	121	DUALFIST	001t	Scallop Jamadhr
12414	262	S	5	361	137	DUALFIST	001t	Scallop Jamadhr
263	263	C	2			DUALFIST	001t	Chakram
12415	263	B	3	236	99	DUALFIST	001t	Chakram
12416	263	A	4	305	121	DUALFIST	001t	Chakram
12417	263	S	5	361	137	DUALFIST	001t	Chakram
264	264	B	3			DUALFIST	001t	Pata
12418	264	A	4	305	121	DUALFIST	001t	Pata
12419	264	S	5	361	137	DUALFIST	001t	Pata
265	265	C	2			DUALFIST	001t	Fisted Blade
12420	265	B	3	236	99	DUALFIST	001t	Fisted Blade
12421	265	A	4	305	121	DUALFIST	001t	Fisted Blade
12422	265	S	5	361	137	DUALFIST	001t	Fisted Blade
266	266	C	2			DUALFIST	001t	Great Pata
12423	266	B	3	236	99	DUALFIST	001t	Great Pata
12424	266	A	4	305	121	DUALFIST	001t	Great Pata
12425	266	S	5	361	137	DUALFIST	001t	Great Pata
267	267	B	3			DUALFIST	001t	Arthro Nail
12426	267	A	4	305	121	DUALFIST	001t	Arthro Nail
12427	267	S	5	361	137	DUALFIST	001t	Arthro Nail
268	268	B	3			DUALFIST	001t	Bellion Cestus
12428	268	A	4	305	121	DUALFIST	001t	Bellion Cestus
12429	268	S	5	361	137	DUALFIST	001t	Bellion Cestus
269	269	A	4			DUALFIST	001t	Blood Tornado
12430	269	S	5	361	137	DUALFIST	001t	Blood Tornado
270	270	A	4			DUALFIST	001t	Dragon Grinder
12431	270	S	5	361	137	DUALFIST	001t	Dragon Grinder
271	271	NG	0			BOW	008t	Hunting Bow
272	272	NG	0			BOW	008t	Forest Bow
273	273	NG	0			BOW	008t	Composition Bow
274	274	D	1			BOW	008t	Strengthened Bow
12432	274	C	2	323	84	BOW	008t	Strengthened Bow
12433	274	B	3	400	100	BOW	008t	Strengthened Bow
12434	274	A	4	570	133	BOW	008t	Strengthened Bow
12435	274	S	5	614	137	BOW	008t	Strengthened Bow
275	275	D	1			BOW	008t	Long Bow
12436	275	C	2	323	84	BOW	008t	Long Bow
12437	275	B	3	400	100	BOW	008t	Long Bow
12438	275	A	4	570	133	BOW	008t	Long Bow
12439	275	S	5	614	137	BOW	008t	Long Bow
276	276	D	1			BOW	008t	Elven Bow
12440	276	C	2	323	84	BOW	008t	Elven Bow
12441	276	B	3	400	100	BOW	008t	Elven Bow
12442	276	A	4	570	133	BOW	008t	Elven Bow
12443	276	S	5	614	137	BOW	008t	Elven Bow
277	277	D	1			BOW	008t	Dark Elven Bow
12444	277	C	2	323	84	BOW	008t	Dark Elven Bow
12445	277	B	3	400	100	BOW	008t	Dark Elven Bow
12446	277	A	4	570	133	BOW	008t	Dark Elven Bow
12447	277	S	5	614	137	BOW	008t	Dark Elven Bow
278	278	D	1			BOW	008t	Gastraphetes
12448	278	C	2	323	84	BOW	008t	Gastraphetes
12449	278	B	3	400	100	BOW	008t	Gastraphetes
12450	278	A	4	570	133	BOW	008t	Gastraphetes
12451	278	S	5	614	137	BOW	008t	Gastraphetes
279	279	D	1			BOW	008t	Strengthened Long Bow
12452	279	C	2	323	84	BOW	008t	Strengthened Long Bow
12453	279	B	3	400	100	BOW	008t	Strengthened Long Bow
12454	279	A	4	570	133	BOW	008t	Strengthened Long Bow
12455	279	S	5	614	137	BOW	008t	Strengthened Long Bow
280	280	D	1			BOW	008t	Light Crossbow
12456	280	C	2	323	84	BOW	008t	Light Crossbow
12457	280	B	3	400	100	BOW	008t	Light Crossbow
12458	280	A	4	570	133	BOW	008t	Light Crossbow
12459	280	S	5	614	137	BOW	008t	Light Crossbow
281	281	C	2			BOW	008t	Crystallized Ice Bow
12460	281	B	3	400	100	BOW	008t	Crystallized Ice Bow
12461	281	A	4	570	133	BOW	008t	Crystallized Ice Bow
12462	281	S	5	614	137	BOW	008t	Crystallized Ice Bow
282	282	C	2			BOW	008t	Elemental Bow
12463	282	B	3	400	100	BOW	008t	Elemental Bow
12464	282	A	4	570	133	BOW	008t	Elemental Bow
12465	282	S	5	614	137	BOW	008t	Elemental Bow
283	283	C	2			BOW	008t	Akat Long Bow
12466	283	B	3	400	100	BOW	008t	Akat Long Bow
12467	283	A	4	570	133	BOW	008t	Akat Long Bow
12468	283	S	5	614	137	BOW	008t	Akat Long Bow
284	284	B	3			BOW	008t	Dark Elven Long Bow
12469	284	A	4	570	133	BOW	008t	Dark Elven Long Bow
12470	284	S	5	614	137	BOW	008t	Dark Elven Long Bow
285	285	C	2			BOW	008t	Noble Elven Bow
12471	285	B	3	400	100	BOW	008t	Noble Elven Bow
12472	285	A	4	570	133	BOW	008t	Noble Elven Bow
12473	285	S	5	614	137	BOW	008t	Noble Elven Bow
286	286	C	2			BOW	008t	Eminence Bow
12474	286	B	3	400	100	BOW	008t	Eminence Bow
12475	286	A	4	570	133	BOW	008t	Eminence Bow
12476	286	S	5	614	137	BOW	008t	Eminence Bow
287	287	B	3			BOW	008t	Bow of Peril
12477	287	A	4	570	133	BOW	008t	Bow of Peril
12478	287	S	5	614	137	BOW	008t	Bow of Peril
288	288	A	4			BOW	008t	Carnage Bow
12479	288	S	5	614	137	BOW	008t	Carnage Bow
289	289	A	4			BOW	008t	Soul Bow
12480	289	S	5	614	137	BOW	008t	Soul Bow
291	291	D	1			POLE	002t	Trident
12481	291	C	2	156	83	POLE	002t	Trident
12482	291	B	3	194	99	POLE	002t	Trident
12483	291	A	4	258	121	POLE	002t	Trident
12484	291	S	5	297	137	POLE	002t	Trident
292	292	D	1			POLE	002t	Pike
12485	292	C	2	156	83	POLE	002t	Pike
12486	292	B	3	194	99	POLE	002t	Pike
12487	292	A	4	258	121	POLE	002t	Pike
12488	292	S	5	297	137	POLE	002t	Pike
293	293	D	1			POLE	002t	War Hammer
12489	293	C	2	156	83	POLE	002t	War Hammer
12490	293	B	3	194	99	POLE	002t	War Hammer
12491	293	A	4	258	121	POLE	002t	War Hammer
12492	293	S	5	297	137	POLE	002t	War Hammer
294	294	D	1			POLE	002t	War Pick
12493	294	C	2	156	83	POLE	002t	War Pick
12494	294	B	3	194	99	POLE	002t	War Pick
12495	294	A	4	258	121	POLE	002t	War Pick
12496	294	S	5	297	137	POLE	002t	War Pick
295	295	D	1			POLE	002t	Dwarven Trident
12497	295	C	2	156	83	POLE	002t	Dwarven Trident
12498	295	B	3	194	99	POLE	002t	Dwarven Trident
12499	295	A	4	258	121	POLE	002t	Dwarven Trident
12500	295	S	5	297	137	POLE	002t	Dwarven Trident
296	296	D	1			POLE	002t	Dwarven Pike
12501	296	C	2	156	83	POLE	002t	Dwarven Pike
12502	296	B	3	194	99	POLE	002t	Dwarven Pike
12503	296	A	4	258	121	POLE	002t	Dwarven Pike
12504	296	S	5	297	137	POLE	002t	Dwarven Pike
297	297	D	1			POLE	002t	Glaive
12505	297	C	2	156	83	POLE	002t	Glaive
12506	297	B	3	194	99	POLE	002t	Glaive
12507	297	A	4	258	121	POLE	002t	Glaive
12508	297	S	5	297	137	POLE	002t	Glaive
298	298	C	2			POLE	002t	Orcish Glaive
12509	298	B	3	194	99	POLE	002t	Orcish Glaive
12510	298	A	4	258	121	POLE	002t	Orcish Glaive
12511	298	S	5	297	137	POLE	002t	Orcish Glaive
299	299	C	2			POLE	002t	Orcish Poleaxe
12512	299	B	3	194	99	POLE	002t	Orcish Poleaxe
12513	299	A	4	258	121	POLE	002t	Orcish Poleaxe
12514	299	S	5	297	137	POLE	002t	Orcish Poleaxe
300	300	B	3			POLE	002t	Great Axe
12515	300	A	4	258	121	POLE	002t	Great Axe
12516	300	S	5	297	137	POLE	002t	Great Axe
301	301	C	2			POLE	002t	Scorpion
12517	301	B	3	194	99	POLE	002t	Scorpion
12518	301	A	4	258	121	POLE	002t	Scorpion
12519	301	S	5	297	137	POLE	002t	Scorpion
302	302	C	2			POLE	002t	Body Slasher
12520	302	B	3	194	99	POLE	002t	Body Slasher
12521	302	A	4	258	121	POLE	002t	Body Slasher
12522	302	S	5	297	137	POLE	002t	Body Slasher
303	303	C	2			POLE	002t	Widow Maker
12523	303	B	3	194	99	POLE	002t	Widow Maker
12524	303	A	4	258	121	POLE	002t	Widow Maker
12525	303	S	5	297	137	POLE	002t	Widow Maker
304	304	A	4			POLE	002t	Orcish Halberd
12526	304	S	5	297	137	POLE	002t	Orcish Halberd
305	305	A	4			POLE	002t	Tallum Glaive
12527	305	S	5	297	137	POLE	002t	Tallum Glaive
306	306	S	5			POLE	002t	Dragon Claw Axe
308	308	NG	0			ETC_M	007t	Buffalo's Horn
309	309	NG	0			ETC_M	007t	Tears of Eva
311	311	NG	0			ETC_M	007t	Crucifix of Blessing
312	312	D	1			ETC_M	007t	Branch of Life
12528	312	C	2	125	111	ETC_M	007t	Branch of Life
12529	312	B	3	155	132	ETC_M	007t	Branch of Life
12530	312	A	4	202	161	ETC_M	007t	Branch of Life
12531	312	S	5	238	182	ETC_M	007t	Branch of Life
313	313	D	1			ETC_M	007t	Temptation of Abyss
12532	313	C	2	125	111	ETC_M	007t	Temptation of Abyss
12533	313	B	3	155	132	ETC_M	007t	Temptation of Abyss
12534	313	A	4	202	161	ETC_M	007t	Temptation of Abyss
12535	313	S	5	238	182	ETC_M	007t	Temptation of Abyss
314	314	D	1			ETC_M	007t	Proof of Revenge
12536	314	C	2	125	111	ETC_M	007t	Proof of Revenge
12537	314	B	3	155	132	ETC_M	007t	Proof of Revenge
12538	314	A	4	202	161	ETC_M	007t	Proof of Revenge
12539	314	S	5	238	182	ETC_M	007t	Proof of Revenge
315	315	D	1			ETC_M	007t	Divine Tome
12540	315	C	2	125	111	ETC_M	007t	Divine Tome
12541	315	B	3	155	132	ETC_M	007t	Divine Tome
12542	315	A	4	202	161	ETC_M	007t	Divine Tome
12543	315	S	5	238	182	ETC_M	007t	Divine Tome
316	316	D	1			ETC_M	007t	Blood of Saints
12544	316	C	2	125	111	ETC_M	007t	Blood of Saints
12545	316	B	3	155	132	ETC_M	007t	Blood of Saints
12546	316	A	4	202	161	ETC_M	007t	Blood of Saints
12547	316	S	5	238	182	ETC_M	007t	Blood of Saints
317	317	D	1			ETC_M	007t	Tome of Blood
12548	317	C	2	125	111	ETC_M	007t	Tome of Blood
12549	317	B	3	155	132	ETC_M	007t	Tome of Blood
12550	317	A	4	202	161	ETC_M	007t	Tome of Blood
12551	317	S	5	238	182	ETC_M	007t	Tome of Blood
318	318	D	1			ETC_M	007t	Crucifix of Blood
12552	318	C	2	125	111	ETC_M	007t	Crucifix of Blood
12553	318	B	3	155	132	ETC_M	007t	Crucifix of Blood
12554	318	A	4	202	161	ETC_M	007t	Crucifix of Blood
12555	318	S	5	238	182	ETC_M	007t	Crucifix of Blood
319	319	D	1			ETC_M	007t	Eye of Infinity
12556	319	C	2	125	111	ETC_M	007t	Eye of Infinity
12557	319	B	3	155	132	ETC_M	007t	Eye of Infinity
12558	319	A	4	202	161	ETC_M	007t	Eye of Infinity
12559	319	S	5	238	182	ETC_M	007t	Eye of Infinity
321	321	D	1			ETC_M	007t	Demon Fangs
12560	321	C	2	125	111	ETC_M	007t	Demon Fangs
12561	321	B	3	155	132	ETC_M	007t	Demon Fangs
12562	321	A	4	202	161	ETC_M	007t	Demon Fangs
12563	321	S	5	238	182	ETC_M	007t	Demon Fangs
324	324	C	2			ETC_M	007t	Tears of Fairy
12564	324	B	3	155	132	ETC_M	007t	Tears of Fairy
12565	324	A	4	202	161	ETC_M	007t	Tears of Fairy
12566	324	S	5	238	182	ETC_M	007t	Tears of Fairy
325	325	C	2			ETC_M	007t	Horn of Glory
12567	325	B	3	155	132	ETC_M	007t	Horn of Glory
12568	325	A	4	202	161	ETC_M	007t	Horn of Glory
12569	325	S	5	238	182	ETC_M	007t	Horn of Glory
326	326	C	2			ETC_M	007t	Heathen's Book
12570	326	B	3	155	132	ETC_M	007t	Heathen's Book
12571	326	A	4	202	161	ETC_M	007t	Heathen's Book
12572	326	S	5	238	182	ETC_M	007t	Heathen's Book
335	335	B	3			ETC_M	007t	Soul Crystal
12573	335	A	4	202	161	ETC_M	007t	Soul Crystal
12574	335	S	5	238	182	ETC_M	007t	Soul Crystal
341	341	A	4			ETC_M	007t	Forgotten Tome
12575	341	S	5	238	182	ETC_M	007t	Forgotten Tome
346	346	S	5			ETC_M	007t	Tears of Fallen Angel
946	946	NG	0			DAGGER_P	002t	Skeleton Dagger
1297	1297	NG	0			SWORD_P	004t	Bastard Sword
1298	1298	NG	0			SWORD_P	004t	Caliburs
1299	1299	NG	0			DUAL	006t	Great Sword
1301	1301	NG	0			BLUNT_P	007t	Big Hammer
1302	1302	NG	0			POLE	002t	Bec de Corbin
1303	1303	NG	0			POLE	002t	Lance
1333	1333	NG	0			BIGSWORD	004t	Brandish
1376	1376	D	1			POLE	002t	Guard Spear
12576	1376	C	2	156	83	POLE	002t	Guard Spear
12577	1376	B	3	194	99	POLE	002t	Guard Spear
12578	1376	A	4	258	121	POLE	002t	Guard Spear
12579	1376	S	5	297	137	POLE	002t	Guard Spear
1471	1471	D	1			DAGGER_P	002t	Silenos Blowgun
12580	1471	C	2	136	83	DAGGER_P	002t	Silenos Blowgun
12581	1471	B	3	170	99	DAGGER_P	002t	Silenos Blowgun
12582	1471	A	4	220	121	DAGGER_P	002t	Silenos Blowgun
12583	1471	S	5	260	137	DAGGER_P	002t	Silenos Blowgun
1472	1472	D	1			POLE	002t	Dreadbane
12584	1472	C	2	156	83	POLE	002t	Dreadbane
12585	1472	B	3	194	99	POLE	002t	Dreadbane
12586	1472	A	4	258	121	POLE	002t	Dreadbane
12587	1472	S	5	297	137	POLE	002t	Dreadbane
2368	2368	NG	0			DUALFIST	001t	Training Gloves
2369	2369	NG	0			SWORD_P	004t	Squire's Sword
2499	2499	D	1			SWORD_P	004t	Elven Long Sword
12588	2499	C	2	156	83	SWORD_P	004t	Elven Long Sword
12589	2499	B	3	194	99	SWORD_P	004t	Elven Long Sword
12590	2499	A	4	258	121	SWORD_P	004t	Elven Long Sword
12591	2499	S	5	297	137	SWORD_P	004t	Elven Long Sword
2500	2500	A	4			SWORD_P	004t	Dark Legion's Edge
12592	2500	S	5	297	137	SWORD_P	004t	Dark Legion's Edge
2502	2502	C	2			BLUNT_P	007t	Dwarven War Hammer
12593	2502	B	3	194	99	BLUNT_P	007t	Dwarven War Hammer
12594	2502	A	4	258	121	BLUNT_P	007t	Dwarven War Hammer
12595	2502	S	5	297	137	BLUNT_P	007t	Dwarven War Hammer
2503	2503	C	2			BLUNT_P	007t	Yaksa Mace
12596	2503	B	3	194	99	BLUNT_P	007t	Yaksa Mace
12597	2503	A	4	258	121	BLUNT_P	007t	Yaksa Mace
12598	2503	S	5	297	137	BLUNT_P	007t	Yaksa Mace
2504	2504	A	4			BLUNT_P	007t	Meteor Shower
12599	2504	S	5	297	137	BLUNT_P	007t	Meteor Shower
2525	2525	D	1			DUAL	006t	Bastard Sword*Bastard Sword
12600	2525	C	2	190	83	DUAL	006t	Bastard Sword*Bastard Sword
12601	2525	B	3	236	99	DUAL	006t	Bastard Sword*Bastard Sword
12602	2525	A	4	305	121	DUAL	006t	Bastard Sword*Bastard Sword
12603	2525	S	5	361	137	DUAL	006t	Bastard Sword*Bastard Sword
2526	2526	D	1			DUAL	006t	Bastard Sword*Spinebone Sword
12604	2526	C	2	190	83	DUAL	006t	Bastard Sword*Spinebone Sword
12605	2526	B	3	236	99	DUAL	006t	Bastard Sword*Spinebone Sword
12606	2526	A	4	305	121	DUAL	006t	Bastard Sword*Spinebone Sword
12607	2526	S	5	361	137	DUAL	006t	Bastard Sword*Spinebone Sword
2527	2527	D	1			DUAL	006t	Bastard Sword*Artisan's Sword
12608	2527	C	2	190	83	DUAL	006t	Bastard Sword*Artisan's Sword
12609	2527	B	3	236	99	DUAL	006t	Bastard Sword*Artisan's Sword
12610	2527	A	4	305	121	DUAL	006t	Bastard Sword*Artisan's Sword
12611	2527	S	5	361	137	DUAL	006t	Bastard Sword*Artisan's Sword
2528	2528	D	1			DUAL	006t	Bastard Sword*Knight's Sword
12612	2528	C	2	190	83	DUAL	006t	Bastard Sword*Knight's Sword
12613	2528	B	3	236	99	DUAL	006t	Bastard Sword*Knight's Sword
12614	2528	A	4	305	121	DUAL	006t	Bastard Sword*Knight's Sword
12615	2528	S	5	361	137	DUAL	006t	Bastard Sword*Knight's Sword
2530	2530	D	1			DUAL	006t	Bastard Sword*Elven Sword
12616	2530	C	2	190	83	DUAL	006t	Bastard Sword*Elven Sword
12617	2530	B	3	236	99	DUAL	006t	Bastard Sword*Elven Sword
12618	2530	A	4	305	121	DUAL	006t	Bastard Sword*Elven Sword
12619	2530	S	5	361	137	DUAL	006t	Bastard Sword*Elven Sword
2531	2531	C	2			DUAL	006t	Bastard Sword*Sword of Revolution
12620	2531	B	3	236	99	DUAL	006t	Bastard Sword*Sword of Revolution
12621	2531	A	4	305	121	DUAL	006t	Bastard Sword*Sword of Revolution
12622	2531	S	5	361	137	DUAL	006t	Bastard Sword*Sword of Revolution
2532	2532	C	2			DUAL	006t	Bastard Sword*Elven Long Sword
12623	2532	B	3	236	99	DUAL	006t	Bastard Sword*Elven Long Sword
12624	2532	A	4	305	121	DUAL	006t	Bastard Sword*Elven Long Sword
12625	2532	S	5	361	137	DUAL	006t	Bastard Sword*Elven Long Sword
2533	2533	D	1			DUAL	006t	Spinebone Sword*Spinebone Sword
12626	2533	C	2	190	83	DUAL	006t	Spinebone Sword*Spinebone Sword
12627	2533	B	3	236	99	DUAL	006t	Spinebone Sword*Spinebone Sword
12628	2533	A	4	305	121	DUAL	006t	Spinebone Sword*Spinebone Sword
12629	2533	S	5	361	137	DUAL	006t	Spinebone Sword*Spinebone Sword
2534	2534	D	1			DUAL	006t	Spinebone Sword*Artisan's Sword
12630	2534	C	2	190	83	DUAL	006t	Spinebone Sword*Artisan's Sword
12631	2534	B	3	236	99	DUAL	006t	Spinebone Sword*Artisan's Sword
12632	2534	A	4	305	121	DUAL	006t	Spinebone Sword*Artisan's Sword
12633	2534	S	5	361	137	DUAL	006t	Spinebone Sword*Artisan's Sword
2535	2535	D	1			DUAL	006t	Spinebone Sword*Knight's Sword
12634	2535	C	2	190	83	DUAL	006t	Spinebone Sword*Knight's Sword
12635	2535	B	3	236	99	DUAL	006t	Spinebone Sword*Knight's Sword
12636	2535	A	4	305	121	DUAL	006t	Spinebone Sword*Knight's Sword
12637	2535	S	5	361	137	DUAL	006t	Spinebone Sword*Knight's Sword
2537	2537	D	1			DUAL	006t	Spinebone Sword*Elven Sword
12638	2537	C	2	190	83	DUAL	006t	Spinebone Sword*Elven Sword
12639	2537	B	3	236	99	DUAL	006t	Spinebone Sword*Elven Sword
12640	2537	A	4	305	121	DUAL	006t	Spinebone Sword*Elven Sword
12641	2537	S	5	361	137	DUAL	006t	Spinebone Sword*Elven Sword
2538	2538	C	2			DUAL	006t	Spinebone Sword*Sword of Revolution
12642	2538	B	3	236	99	DUAL	006t	Spinebone Sword*Sword of Revolution
12643	2538	A	4	305	121	DUAL	006t	Spinebone Sword*Sword of Revolution
12644	2538	S	5	361	137	DUAL	006t	Spinebone Sword*Sword of Revolution
2539	2539	C	2			DUAL	006t	Spinebone Sword*Elven Long Sword
12645	2539	B	3	236	99	DUAL	006t	Spinebone Sword*Elven Long Sword
12646	2539	A	4	305	121	DUAL	006t	Spinebone Sword*Elven Long Sword
12647	2539	S	5	361	137	DUAL	006t	Spinebone Sword*Elven Long Sword
2540	2540	D	1			DUAL	006t	Artisan's Sword*Artisan's Sword
