"Id","Icon","Texture","Package","File"
"2591","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2592","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2593","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2594","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2596","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2597","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2598","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2599","weapon_dual_sword_i004","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2600","weapon_dual_sword_i004","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2601","weapon_dual_sword_i004","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2603","weapon_dual_sword_i004","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2604","weapon_dual_sword_i004","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2605","weapon_dual_sword_i004","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2606","weapon_dual_sword_i000","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2607","weapon_dual_sword_i000","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2609","weapon_dual_sword_i000","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2610","weapon_dual_sword_i000","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2611","weapon_dual_sword_i000","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2612","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2614","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2615","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2616","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2621","weapon_dual_sword_i00D","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2622","weapon_dual_sword_i00D","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2623","weapon_dual_sword_i00D","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2624","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2625","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2626","weapon_dual_sword_i00B","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"4233","weapon_knuckle_dust_i00","weapon_knuckle_dust_i00","Icon.utx","weapon_knuckle_dust_i00.png"
"5133","weapon_chrono_tambourine_i00","weapon_chrono_tambourine_i00","Icon.utx","weapon_chrono_tambourine_i00.png"
"5233","weapon_dual_sword_i002","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"5284","weapon_zweihander_i00","weapon_zweihander_i00","Icon.utx","weapon_zweihander_i00.png"
"5285","weapon_heavy_sword_i00","weapon_heavy_sword_i00","Icon.utx","weapon_heavy_sword_i00.png"
"5286","weapon_berserker_blade_i00","weapon_berserker_blade_i00","Icon.utx","weapon_berserker_blade_i00.png"
"5705","weapon_dual_sword_i002","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"5706","weapon_dual_sword_i00B","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"6371","weapon_demon_splinter_i00","weapon_demon_splinter_i00","Icon.utx","weapon_demon_splinter_i00.png"
"6372","weapon_heavens_divider_i00","weapon_heavens_divider_i00","Icon.utx","weapon_heavens_divider_i00.png"
"6579","weapon_arcana_mace_i00","weapon_arcana_mace_i00","Icon.utx","weapon_arcana_mace_i00.png"
"6580","weapon_dual_sword_i008","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"7058","weapon_chrono_darbuka_i00","weapon_chrono_darbuka_i00","Icon.utx","weapon_chrono_darbuka_i00.png"
"7575","weapon_draconic_bow_i00","weapon_draconic_bow_i00","Icon.utx","weapon_draconic_bow_i00.png"
"7880","weapon_iron_sword_i00","weapon_iron_sword_i00","Icon.utx","weapon_iron_sword_i00.png"
"7881","weapon_giants_sword_i00","weapon_giants_sword_i00","Icon.utx","weapon_giants_sword_i00.png"
"7882","weapon_sword_of_paagrio_i00","weapon_sword_of_paagrio_i00","Icon.utx","weapon_sword_of_paagrio_i00.png"
"7883","weapon_guardians_sword_i00","weapon_guardians_sword_i00","Icon.utx","weapon_guardians_sword_i00.png"
"7884","weapon_inferno_master_i00","weapon_inferno_master_i00","Icon.utx","weapon_inferno_master_i00.png"
"7885","weapon_sword_of_priest_i00","weapon_sword_of_priest_i00","Icon.utx","weapon_sword_of_priest_i00.png"
"7886","weapon_sword_of_magic_fog_i00","weapon_sword_of_magic_fog_i00","Icon.utx","weapon_sword_of_magic_fog_i00.png"
"7888","weapon_sword_of_eclipse_i00","weapon_sword_of_eclipse_i00","Icon.utx","weapon_sword_of_eclipse_i00.png"
"7889","weapon_tears_of_wizard_i00","weapon_tears_of_wizard_i00","Icon.utx","weapon_tears_of_wizard_i00.png"
"7891","weapon_eclipse_axe_i00","weapon_eclipse_axe_i00","Icon.utx","weapon_eclipse_axe_i00.png"
"7892","weapon_spell_breaker_i00","weapon_spell_breaker_i00","Icon.utx","weapon_spell_breaker_i00.png"
"7894","weapon_eye_of_soul_i00","weapon_eye_of_soul_i00","Icon.utx","weapon_eye_of_soul_i00.png"
"7895","weapon_dragon_flame_head_i00","weapon_dragon_flame_head_i00","Icon.utx","weapon_dragon_flame_head_i00.png"
"7896","weapon_giants_hammer_i00","weapon_giants_hammer_i00","Icon.utx","weapon_giants_hammer_i00.png"
"7898","weapon_horn_of_karik_i00","weapon_horn_of_karik_i00","Icon.utx","weapon_horn_of_karik_i00.png"
"7899","weapon_hammer_of_destroyer_i00","weapon_hammer_of_destroyer_i00","Icon.utx","weapon_hammer_of_destroyer_i00.png"
"7900","weapon_ice_storm_hammer_i00","weapon_ice_storm_hammer_i00","Icon.utx","weapon_ice_storm_hammer_i00.png"
"7901","weapon_star_buster_i00","weapon_star_buster_i00","Icon.utx","weapon_star_buster_i00.png"
"7902","weapon_doom_crusher_i00","weapon_doom_crusher_i00","Icon.utx","weapon_doom_crusher_i00.png"
"8678","weapon_sirr_blade_i00","weapon_sirr_blade_i00","Icon.utx","weapon_sirr_blade_i00.png"
"8679","weapon_sword_of_ipos_i00","weapon_sword_of_ipos_i00","Icon.utx","weapon_sword_of_ipos_i00.png"
"8680","weapon_barakiel_axe_i00","weapon_barakiel_axe_i00","Icon.utx","weapon_barakiel_axe_i00.png"
"8681","weapon_tuning_fork_of_behemoth_i00","weapon_tuning_fork_of_behemoth_i00","Icon.utx","weapon_tuning_fork_of_behemoth_i00.png"
"8682","weapon_naga_storm_i00","weapon_naga_storm_i00","Icon.utx","weapon_naga_storm_i00.png"
"8683","weapon_tiphon_spear_i00","weapon_tiphon_spear_i00","Icon.utx","weapon_tiphon_spear_i00.png"
"8684","weapon_shyid_bow_i00","weapon_shyid_bow_i00","Icon.utx","weapon_shyid_bow_i00.png"
"8685","weapon_sobekk_hurricane_i00","weapon_sobekk_hurricane_i00","Icon.utx","weapon_sobekk_hurricane_i00.png"
"8686","weapon_tongue_of_themis_i00","weapon_tongue_of_themis_i00","Icon.utx","weapon_tongue_of_themis_i00.png"
"8687","weapon_hand_of_cabrio_i00","weapon_hand_of_cabrio_i00","Icon.utx","weapon_hand_of_cabrio_i00.png"
"8688","weapon_crystal_of_deamon_i00","weapon_crystal_of_deamon_i00","Icon.utx","weapon_crystal_of_deamon_i00.png"
"8938","weapon_dual_sword_i008","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"9140","weapon_krono_bow_i00","weapon_krono_bow_i00","Icon.utx","weapon_krono_bow_i00.png"
